P_A1,O_A1,P_A2,O_A2,P_B1,O_B1,P_B2,O_B2,EV_A,EV_B,EV_diff,SD_A,SD_B,SD_diff,skew_A,skew_B,skew_diff,skew_level,ev_level,sd_level,simple_EVA,simple_SDA,simple_skewness_A,complex_OA1,complex_PA1,complex_OA2,complex_PA2,complex_OA3,complex_PA3,complex_OA4,complex_PA4,complex_OA5,complex_PA5,complex_OA6,complex_PA6,complex_OA7,complex_PA7,complex_EVA,complex_SDA,complex_skewness_A,simple_EVB,simple_SDB,simple_skewness_B,complex_OB1,complex_PB1,complex_OB2,complex_PB2,complex_OB3,complex_PB3,complex_OB4,complex_PB4,complex_OB5,complex_PB5,complex_OB6,complex_PB6,complex_OB7,complex_PB7,complex_EVB,complex_SDB,complex_skewness_B,simple_EVD,simple_SDD,simple_skewness_D,complex_EVD,complex_SDD,complex_skewness_D
0.55,117,0.45,159,0.55,141,0.45,154,135.9,146.85000000000002,-10.95,20.89473617923902,6.46741834119303,14.43,0.2010075630518415,0.20100756305188855,-4.704570066849101e-14,no_skew_vs_no_skew,-10,15,135.9,20.89473617923902,0.20100756305184153,174,0.14,156,0.08,144,0.22,136,0.19,129,0.02,120,0.07,109,0.2799999999999998,135.85999999999999,21.708072231315242,0.2764321540242488,146.85000000000002,6.46741834119303,0.20100756305188855,162,0.11,154,0.06,150,0.14,148,0.17,146,0.24,143,0.08,136,0.2,146.89999999999998,7.40472821918536,0.34647676726008747,-10.950000000000017,14.427317838045989,-4.701794509287538e-14,-11.039999999999992,14.303344012129882,-0.07004461323583866
0.54,17,0.46,56,0.46,42,0.54,49,34.94,45.78,-10.84,19.437499839228295,3.488782022425591,15.95,0.16051447078102582,-0.16051447078101508,0.32102894156204087,no_skew_vs_no_skew,-10,15,34.94,19.437499839228295,0.16051447078102582,76,0.09,54,0.15,42,0.18,35,0.2,27,0.02,20,0.24,2,0.12,35.08,20.005339287300277,0.2578869329923747,45.78,3.4887820224255917,-0.16051447078101505,52,0.2,50,0.03,48,0.24,46,0.21,44,0.06,42,0.08,39,0.18,46.099999999999994,4.355456348076514,-0.3145855006731683,-10.840000000000003,15.948717816802702,0.32102894156204087,-11.019999999999996,15.649882939223764,0.572472433665543
0.55,117,0.45,149,0.52,120,0.48,142,131.4,130.56,0.84,15.91979899370592,10.991196477181182,4.93,0.20100756305184286,0.08006407690254155,0.12094348614930131,no_skew_vs_no_skew,0,5,131.4,15.91979899370592,0.20100756305184284,159,0.16,145,0.09,137,0.14,132,0.11,128,0.22,120,0.07,108,0.21000000000000002,131.43,16.41904686636834,0.17793649464910413,130.56,10.991196477181182,0.08006407690254155,149,0.19,138,0.14,133,0.08,131,0.13,128,0.15,123,0.11,113,0.19999999999999998,130.63,11.907690792088951,0.051770625543198896,0.8400000000000034,4.928602516524737,0.12094348614930128,0.8000000000000114,4.511356074279389,0.12616586910590524
0.55,3,0.45,36,0.48,5,0.52,29,17.85,17.48,0.37,16.41729271225923,11.990396156924925,4.43,0.2010075630518426,-0.08006407690254366,0.2810716399543863,no_skew_vs_no_skew,0,5,17.849999999999998,16.41729271225923,0.20100756305184264,39,0.37,24,0.04,12,0.1,8,0.03,6,0.07,4,0.3,2,0.08999999999999977,18.63,16.209043771919426,0.36959917748190874,17.48,11.990396156924925,-0.08006407690254366,35,0.25,24,0.18,19,0.06,16,0.13,12,0.05,8,0.04,2,0.2899999999999999,17.79,12.62164410843532,0.06360065002287349,0.36999999999999744,4.426896555334304,0.28107163995438633,0.8399999999999999,3.5873996634841063,0.3059985274590352
0.45,80,0.55,102,0.56,87,0.44,100,92.10000000000001,92.72000000000001,-0.62,10.94486180817282,6.453030295915246,4.49,-0.20100756305183856,0.24174688920762316,-0.44275445225946175,no_skew_vs_no_skew,0,5,92.1,10.944861808172819,-0.20100756305183856,108,0.26,101,0.04,96,0.11,93,0.07,91,0.08,87,0.24,75,0.2,92.35000000000001,11.635613434623892,-0.03405648713870926,92.72,6.453030295915246,0.24174688920762322,102,0.3,97,0.03,94,0.1,92,0.07,90,0.23,87,0.02,83,0.25,92.53999999999999,7.247647894317162,0.0859098943104975,-0.6200000000000045,4.491831512257573,-0.44275445225946175,-0.18999999999998352,4.3879655403067295,-0.11996638144920677
0.52,37,0.48,71,0.5,42,0.5,66,53.32,54.0,-0.68,16.986394555643642,12.0,4.99,0.08006407690254337,0.0,0.08006407690254337,no_skew_vs_no_skew,0,5,53.32,16.986394555643642,0.08006407690254339,96,0.05,71,0.17,59,0.18,53,0.28,46,0.14,35,0.07,19,0.10999999999999978,53.31,17.624241827664523,-0.01149559241048428,54.0,12.0,0.0,78,0.12,63,0.15,57,0.19,53,0.2,50,0.05,45,0.18,29,0.10999999999999978,54.029999999999994,12.934801892568741,-0.0439293026778745,-0.6799999999999997,4.986394555643642,0.08006407690254339,-0.7199999999999918,4.689439935095782,0.032433710267390226
0.53,118,0.47,148,0.44,120,0.56,141,132.1,131.76,0.34,14.972975656161337,10.42412586263232,4.55,0.12021658495513143,-0.24174688920759563,0.36196347416272706,no_skew_vs_no_skew,0,5,132.10000000000002,14.972975656161337,0.12021658495513145,155,0.22,146,0.03,138,0.09,133,0.17,128,0.25,120,0.08,107,0.16,132.23,15.528589762112977,-0.011207518202785238,131.76,10.42412586263232,-0.24174688920759563,146,0.28,139,0.03,134,0.17,131,0.04,129,0.19,124,0.16,111,0.12999999999999975,131.85,11.239550702763875,-0.31988918712548614,0.34000000000003183,4.548849793529017,0.36196347416272706,0.37999999999999545,4.289039059349102,0.3086816689227009
0.53,28,0.47,78,0.51,38,0.49,66,51.5,51.72,-0.22,24.95495942693556,13.997199719943985,10.96,0.12021658495512914,0.04000800240080044,0.0802085825543287,no_skew_vs_no_skew,0,10,51.5,24.95495942693556,0.12021658495512917,106,0.06,80,0.18,66,0.14,56,0.07,47,0.19,35,0.1,20,0.26,51.550000000000004,25.38360691469989,0.34380439382591044,51.72,13.997199719943985,0.04000800240080044,97,0.02,69,0.18,57,0.29,52,0.07,48,0.19,40,0.1,26,0.15,51.550000000000004,14.778616308707658,0.06712742178523533,-0.21999999999999886,10.957759706991574,0.08020858255432872,0.0,10.604990605992231,0.2766769720406751
0.51,162,0.49,187,0.5,170,0.5,177,174.25,173.5,0.75,12.497499749949988,3.5,9.0,0.04000800240080028,0.0,0.04000800240080028,no_skew_vs_no_skew,0,10,174.25,12.497499749949988,0.040008002400800276,200,0.07,190,0.06,183,0.16,179,0.2,174,0.12,168,0.18,154,0.21000000000000002,173.94000000000003,13.081146738722872,-0.031432662470631784,173.5,3.5,0.0,180,0.19,178,0.03,176,0.24,174,0.02,172,0.16,170,0.07,168,0.29000000000000004,173.4,4.485532298401161,0.14307098027382087,0.75,8.997499749949988,0.040008002400800276,0.5400000000000205,8.595614440321711,-0.17450364274445265
0.5,103,0.5,146,0.46,112,0.54,137,124.5,125.50000000000001,-1.0,21.5,12.459935794377113,9.04,0.0,-0.1605144707810256,0.1605144707810256,no_skew_vs_no_skew,0,10,124.5,21.5,0.0,158,0.2,144,0.08,134,0.07,126,0.18,119,0.14,109,0.13,93,0.19999999999999998,124.61,22.25978211932902,0.11340332589972656,125.5,12.459935794377111,-0.16051447078102563,145,0.2,135,0.08,129,0.22,126,0.02,123,0.13,118,0.1,108,0.25,125.48999999999998,12.998842256139582,0.08286537718133576,-1.0,9.040064205622889,0.16051447078102563,-0.8799999999999812,9.260939863189439,0.0305379487183908
0.51,12,0.49,45,0.54,21,0.46,35,28.169999999999998,27.44,0.73,16.49669966993398,6.977564044851183,9.52,0.04000800240080003,0.1605144707810253,-0.12050646838022526,no_skew_vs_no_skew,0,10,28.17,16.49669966993398,0.04000800240080003,51,0.27,36,0.14,26,0.22,20,0.11,14,0.05,9,0.09,2,0.12,28.479999999999997,16.819322221778144,0.005798301444479997,27.44,6.977564044851183,0.16051447078102532,39,0.23,32,0.08,29,0.21,27,0.03,25,0.17,22,0.09,16,0.19,27.7,7.835177087979568,0.029850217432332644,0.7300000000000004,9.519135625082798,-0.12050646838022529,0.7799999999999976,8.984145133798576,-0.024051915987852647
0.54,100,0.46,138,0.56,108,0.44,128,117.48,116.80000000000001,0.68,18.939102407453213,9.927738916792686,9.01,0.16051447078102515,0.24174688920761928,-0.08123241842659412,no_skew_vs_no_skew,0,10,117.48,18.939102407453213,0.16051447078102518,151,0.13,132,0.21,124,0.07,118,0.09,112,0.25,101,0.1,85,0.15,117.5,19.653244007033546,-0.012274956661621048,116.80000000000001,9.927738916792686,0.24174688920761922,133,0.22,123,0.14,120,0.07,118,0.02,115,0.13,111,0.06,105,0.36,116.64999999999999,10.789230741809167,0.33397955797253953,0.6799999999999926,9.011363490660527,-0.08123241842659404,0.8500000000000085,8.86401326522438,-0.34625451463416057
