P_A1,O_A1,P_A2,O_A2,P_B1,O_B1,P_B2,O_B2,EV_A,EV_B,EV_diff,SD_A,SD_B,SD_diff,skew_A,skew_B,skew_diff,skew_level,ev_level,sd_level,simple_EVA,simple_SDA,simple_skewness_A,complex_OA1,complex_PA1,complex_OA2,complex_PA2,complex_OA3,complex_PA3,complex_OA4,complex_PA4,complex_OA5,complex_PA5,complex_OA6,complex_PA6,complex_OA7,complex_PA7,complex_EVA,complex_SDA,complex_skewness_A,simple_EVB,simple_SDB,simple_skewness_B,complex_OB1,complex_PB1,complex_OB2,complex_PB2,complex_OB3,complex_PB3,complex_OB4,complex_PB4,complex_OB5,complex_PB5,complex_OB6,complex_PB6,complex_OB7,complex_PB7,complex_EVB,complex_SDB,complex_skewness_B,simple_EVD,simple_SDD,simple_skewness_D,complex_EVD,complex_SDD,complex_skewness_D
0.81,190,0.19,142,0.17,190,0.83,167,180.88,170.91,9.97,18.83044343609571,8.639554386656757,10.19,-1.580419499997164,1.7570350646145536,-3.3374545646117175,left_vs_right,10,10,180.88,18.83044343609571,-1.5804194999971644,200,0.06,198,0.03,196,0.12,192,0.27,179,0.34,154,0.13,123,0.05,180.33,18.811727725012396,-1.5445442027218506,170.91,8.639554386656757,1.7570350646145536,200,0.06,182,0.1,175,0.07,172,0.14,170,0.19,168,0.2,161,0.24,171.07,9.476555281324538,1.570555887695405,9.97,10.190889049438953,-3.337454564611718,9.26000000000002,9.335172443687858,-3.115100090417256
0.82,106,0.18,44,0.2,103,0.8,81,94.84,85.39999999999999,9.44,23.819622163250195,8.8,15.02,-1.6658534601451451,1.5000000000000095,-3.1658534601451547,left_vs_right,10,15,94.84,23.819622163250195,-1.665853460145145,118,0.3,104,0.23,94,0.19,83,0.13,68,0.06,48,0.03,25,0.06,94.99,24.499997959183588,-1.4459776328548584,85.4,8.8,1.5000000000000095,114,0.06,97,0.09,89,0.15,86,0.12,84,0.19,82,0.17,74,0.22,85.42,9.700701005597482,1.3280469265313852,9.439999999999998,15.019622163250194,-3.1658534601451542,9.570000000000007,14.799296953586106,-2.774024559386244
0.89,125,0.11,85,0.13,121,0.87,98,120.6,100.99,19.61,12.515590277729611,7.734978991568108,4.78,-2.4928908111922823,2.200393823765357,-4.693284634957639,left_vs_right,20,5,120.6,12.515590277729611,-2.492890811192282,131,0.37,126,0.06,122,0.08,118,0.34,108,0.09,90,0.03,66,0.0299999999999999,120.31000000000002,13.264761588509607,-2.292111303947787,100.99,7.734978991568109,2.200393823765357,136,0.03,114,0.1,107,0.04,103,0.06,101,0.16,99,0.33,93,0.28,100.81000000000002,8.63330180174422,2.193658085402385,19.609999999999985,4.780611286161502,-4.693284634957639,19.5,4.631459786765388,-4.485769389350172
0.86,162,0.14,119,0.19,148,0.81,134,155.98,136.66,19.32,14.920442352691827,5.4922126688612485,9.43,-2.075005503735168,1.580419499996803,-3.655425003731971,left_vs_right,20,10,155.98,14.920442352691827,-2.075005503735168,170,0.34,161,0.12,156,0.25,149,0.14,138,0.1,116,0.03,89,0.02,156.04000000000002,15.705998853941129,-1.9740497463930635,136.66,5.4922126688612485,1.5804194999968029,158,0.05,141,0.16,139,0.24,137,0.14,135,0.02,133,0.18,129,0.21,136.73000000000002,6.472796922505758,1.4379744539246282,19.319999999999993,9.42822968383058,-3.6554250037319704,19.31,9.233201931435367,-3.412024200317692
0.82,132,0.18,67,0.15,122,0.85,96,120.3,99.9,20.4,24.97218452598811,9.283856957105703,15.69,-1.6658534601451358,1.9603921176391987,-3.6262455777843345,left_vs_right,20,15,120.3,24.97218452598811,-1.665853460145136,141,0.36,127,0.31,116,0.08,105,0.11,90,0.05,70,0.02,49,0.07,120.29,25.45124554908856,-1.6015232118978264,99.9,9.283856957105703,1.9603921176391992,140,0.03,116,0.07,104,0.16,100,0.2,98,0.21,95,0.22,84,0.11,99.68,10.142859557343778,1.7595234173238004,20.40000000000001,15.688327568882404,-3.626245577784335,20.61,15.30838599174478,-3.361046629221627
0.12,77,0.88,46,0.86,72,0.14,55,49.72,69.62,-19.9,10.07380762174859,5.898779534785141,4.18,2.33873832860732,-2.075005503735297,4.413743832342616,right_vs_left,-20,5,49.72,10.07380762174859,2.33873832860732,95,0.03,74,0.04,61,0.05,54,0.07,50,0.36,47,0.21,39,0.24,49.87,11.039615029519824,2.2893483002406003,69.62,5.898779534785141,-2.075005503735296,77,0.22,73,0.2,71,0.05,69,0.21,67,0.04,65,0.24,44,0.0399999999999999,69.61999999999999,6.789374050676537,-1.9197840769327432,-19.90000000000001,4.17502808696345,4.413743832342616,-19.749999999999993,4.250240978843287,4.2091323771733435
0.17,181,0.83,137,0.85,168,0.15,150,144.48,165.29999999999998,-20.82,16.527843174473794,6.427285585688566,10.1,1.7570350646144983,-1.9603921176388537,3.717427182253352,right_vs_left,-20,10,144.48,16.527843174473794,1.7570350646144988,199,0.05,177,0.03,159,0.11,149,0.23,144,0.06,139,0.19,129,0.33,144.64,17.11754655317169,1.6142608969262493,165.29999999999998,6.427285585688566,-1.960392117638853,173,0.24,169,0.13,167,0.12,165,0.14,163,0.26,156,0.06,140,0.05,165.37,7.411686717610237,-1.8566673176328337,-20.819999999999993,10.100557588785229,3.717427182253352,-20.72999999999999,9.705859835561451,3.470928214559083
0.19,111,0.81,33,0.86,74,0.14,31,47.82,67.98,-20.16,30.599470583655528,14.920442352691827,15.68,1.580419499997202,-2.0750055037352597,3.6554250037324616,right_vs_left,-20,15,47.82,30.599470583655528,1.580419499997202,136,0.06,108,0.03,82,0.07,60,0.16,41,0.36,23,0.28,2,0.0399999999999999,48.02,30.884941314498235,1.4238354811832268,67.98,14.920442352691827,-2.0750055037352597,82,0.28,72,0.27,68,0.19,62,0.13,52,0.05,37,0.02,18,0.06,67.8,15.67992346920099,-1.9184045176996016,-20.160000000000004,15.6790282309637,3.6554250037324616,-19.78,15.205017845297244,3.342239998882828
0.1,58,0.9,21,0.87,36,0.13,19,24.700000000000003,33.79,-9.09,11.1,5.71715838507208,5.38,2.6666666666666687,-2.200393823765176,4.867060490431845,right_vs_left,-10,5,24.700000000000003,11.1,2.666666666666669,76,0.03,54,0.02,36,0.07,26,0.3,23,0.33,19,0.05,11,0.2,24.42,12.066631675824036,2.4201584837675623,33.79,5.717158385072081,-2.200393823765177,41,0.23,38,0.03,36,0.19,34,0.09,32,0.17,30,0.25,8,0.0399999999999999,33.73,6.645080887393321,-2.0525787917925182,-9.089999999999996,5.382841614927918,4.867060490431846,-9.31,5.421550788430715,4.47273727556008
0.15,156,0.85,95,0.8,119,0.2,92,104.15,113.6,-9.45,21.781356707055693,10.8,10.98,1.9603921176392256,-1.5000000000000135,3.4603921176392394,right_vs_left,-10,10,104.15,21.781356707055693,1.9603921176392256,177,0.04,152,0.05,134,0.02,118,0.13,108,0.07,99,0.35,86,0.34,104.15,22.17763513091511,1.8100008429540213,113.6,10.8,-1.5000000000000142,129,0.18,119,0.16,115,0.22,113,0.12,109,0.2,96,0.09,71,0.0300000000000001,113.69,11.59197567285233,-1.401136262949768,-9.450000000000005,10.981356707055692,3.46039211763924,-9.540000000000006,10.58565945806278,3.211137105903789
0.15,74,0.85,17,0.87,37,0.13,23,25.549999999999997,35.18,-9.63,20.353071021347123,4.708248081824066,15.64,1.9603921176392136,-2.2003938237651957,4.160785941404409,right_vs_left,-10,15,25.549999999999997,20.353071021347123,1.9603921176392136,91,0.06,68,0.02,47,0.07,31,0.18,21,0.29,13,0.28,2,0.0999999999999999,25.62,20.884817451919467,1.876460073456334,35.18,4.708248081824066,-2.200393823765195,41,0.26,39,0.06,37,0.14,35,0.15,33,0.12,31,0.24,11,0.03,35.16,5.6968763370815765,-2.085050091882058,-9.630000000000004,15.644822939523056,4.160785941404409,-9.539999999999996,15.18794111483789,3.961510165338391
0.16,131,0.84,100,0.88,108,0.12,91,104.96,105.96,-1.0,11.364787723490483,5.524346115152452,5.84,1.8548520670059667,-2.3387383286076475,4.193590395613614,right_vs_left,0,5,104.96,11.364787723490483,1.8548520670059667,141,0.07,126,0.02,113,0.1,107,0.14,104,0.17,101,0.28,92,0.22,104.87,12.17838659264847,1.694081571202141,105.96,5.524346115152453,-2.338738328607648,112,0.25,110,0.12,108,0.14,106,0.02,104,0.19,102,0.24,81,0.04,105.92,6.408868854954047,-2.1624067510404643,-1.0,5.84044160833803,4.193590395613615,-1.0500000000000114,5.769517737694423,3.8564883222426056
0.14,103,0.86,53,0.81,64,0.19,43,60.0,60.010000000000005,-0.01,17.349351572897472,8.238319003291872,9.11,2.0750055037352464,-1.580419499997216,3.6554250037324625,right_vs_left,0,10,60.0,17.349351572897472,2.0750055037352464,130,0.03,105,0.02,84,0.05,67,0.25,60,0.2,53,0.19,42,0.26,59.940000000000005,17.947044324902084,1.966194423049902,60.010000000000005,8.238319003291872,-1.580419499997216,70,0.24,64,0.11,62,0.19,60,0.14,58,0.15,51,0.1,34,0.07,60.2,9.082951062292477,-1.4751152910669163,-0.0100000000000051,9.1110325696056,3.6554250037324625,-0.259999999999998,8.86409326260961,3.4413097141168185
0.2,133,0.8,63,0.85,82,0.15,43,77.00000000000001,76.14999999999999,0.85,28.000000000000004,13.925785435658558,14.07,1.5000000000000002,-1.960392117639232,3.4603921176392323,right_vs_left,0,15,77.0,28.0,1.5000000000000002,168,0.02,138,0.07,115,0.08,97,0.1,83,0.04,70,0.29,54,0.4,77.14,28.44011954967841,1.3412081024779998,76.15,13.925785435658558,-1.9603921176392325,91,0.27,82,0.17,77,0.12,73,0.26,64,0.1,47,0.05,21,0.0299999999999999,76.11,14.714547223751058,-1.7306800087723877,0.8499999999999943,14.074214564341442,3.4603921176392323,1.0300000000000011,13.725572325927352,3.0718881112503875
0.14,52,0.86,24,0.81,21,0.19,10,27.92,18.91,9.01,9.715636880822585,4.315309954105267,5.4,2.075005503735246,-1.5804194999971983,3.655425003732444,right_vs_left,10,5,27.92,9.715636880822585,2.0750055037352455,64,0.05,46,0.03,32,0.25,28,0.22,26,0.07,24,0.11,17,0.2699999999999998,27.79,10.638886219901028,1.850322496457164,18.91,4.315309954105267,-1.5804194999971983,24,0.3,20,0.26,18,0.16,16,0.2,13,0.02,9,0.03,2,0.0299999999999997,19.069999999999997,4.701606108554813,-1.4832405983417496,9.010000000000002,5.400326926717318,3.655425003732444,8.720000000000002,5.937280111346215,3.3335630947989134
0.17,94,0.83,49,0.85,49,0.15,28,56.65,45.85,10.8,16.903475973893656,7.498499849969993,9.4,1.7570350646145003,-1.96039211763924,3.71742718225374,right_vs_left,10,10,56.64999999999999,16.903475973893656,1.7570350646145,105,0.08,89,0.02,75,0.04,64,0.11,58,0.16,52,0.25,42,0.34,56.78,17.493187245324965,1.643363353036231,45.85,7.498499849969992,-1.96039211763924,53,0.32,49,0.06,46,0.28,44,0.21,39,0.03,32,0.05,17,0.0499999999999999,45.64000000000001,8.381551169085583,-2.0062979303457067,10.79999999999999,9.404976123923664,3.71742718225374,11.139999999999992,9.111636076239382,3.6496612833819375
0.15,128,0.85,70,0.81,72,0.19,58,78.7,69.34,9.36,20.710142442774263,5.4922126688612485,15.22,1.960392117639214,-1.580419499997232,3.5408116176364457,right_vs_left,10,15,78.7,20.710142442774263,1.9603921176392136,163,0.02,135,0.04,114,0.03,96,0.08,83,0.26,73,0.3,58,0.27,78.9,21.45809870421888,1.836722186403491,69.34,5.4922126688612485,-1.580419499997232,76,0.25,72,0.13,70,0.21,68,0.09,66,0.14,64,0.12,49,0.06,69.03999999999999,6.479074007911933,-1.5237727182700576,9.36,15.217929773913015,3.5408116176364457,9.860000000000014,14.979024696306949,3.3604949046735486
0.2,117,0.8,75,0.84,68,0.16,38,83.4,63.2,20.2,16.8,10.998181667894016,5.8,1.5000000000000082,-1.8548520670059232,3.3548520670059316,right_vs_left,20,5,83.4,16.8,1.5000000000000084,148,0.03,123,0.02,102,0.12,90,0.16,83,0.21,77,0.26,62,0.2,83.39,17.53048487635182,1.5088318595035797,63.2,10.998181667894016,-1.8548520670059232,75,0.26,66,0.22,63,0.25,59,0.15,50,0.06,36,0.03,16,0.03,63.17999999999999,11.835015842828431,-2.091462628157717,20.20000000000001,5.801818332105984,3.3548520670059316,20.210000000000008,5.695469033523388,3.600294487661296
0.16,146,0.84,104,0.88,93,0.12,75,110.72,90.84,19.88,15.397454335051622,5.849307651337892,9.55,1.8548520670059412,-2.338738328607433,4.193590395613374,right_vs_left,20,10,110.72,15.397454335051624,1.854852067005941,174,0.03,150,0.02,131,0.06,118,0.18,111,0.24,105,0.3,90,0.17,110.76,16.371389678338247,1.7738215215849398,90.84,5.849307651337892,-2.3387383286074326,98,0.27,96,0.05,94,0.02,92,0.2,90,0.25,86,0.17,65,0.04,91.26,6.806790726913823,-2.09622497469655,19.879999999999995,9.548146683713732,4.1935903956133735,19.499999999999982,9.564598951424424,3.87004649628149
0.16,142,0.84,86,0.88,77,0.12,59,94.96,74.84,20.12,20.529939113402165,5.849307651337892,14.68,1.8548520670059363,-2.33873832860734,4.193590395613276,right_vs_left,20,15,94.96,20.529939113402165,1.8548520670059367,178,0.02,150,0.03,127,0.07,112,0.06,99,0.2,89,0.38,73,0.24,94.81,21.226254968788066,1.7407253957096167,74.84,5.849307651337892,-2.3387383286073393,82,0.22,78,0.21,76,0.16,74,0.05,72,0.19,67,0.15,42,0.02,74.85000000000001,6.778458526833369,-2.2435158734488163,20.11999999999999,14.680631462064271,4.193590395613276,19.95999999999998,14.447796441954695,3.9842412691584337
