P_A1,O_A1,P_A2,O_A2,P_B1,O_B1,P_B2,O_B2,EV_A,EV_B,EV_diff,SD_A,SD_B,SD_diff,skew_A,skew_B,skew_diff,skew_level,ev_level,sd_level,simple_EVA,simple_SDA,simple_skewness_A,complex_OA1,complex_PA1,complex_OA2,complex_PA2,complex_OA3,complex_PA3,complex_OA4,complex_PA4,complex_OA5,complex_PA5,complex_OA6,complex_PA6,complex_OA7,complex_PA7,complex_EVA,complex_SDA,complex_skewness_A,simple_EVB,simple_SDB,simple_skewness_B,complex_OB1,complex_PB1,complex_OB2,complex_PB2,complex_OB3,complex_PB3,complex_OB4,complex_PB4,complex_OB5,complex_PB5,complex_OB6,complex_PB6,complex_OB7,complex_PB7,complex_EVB,complex_SDB,complex_skewness_B,simple_EVD,simple_SDD,simple_skewness_D,complex_EVD,complex_SDD,complex_skewness_D
0.51,133,0.49,175,0.56,149,0.44,183,153.57999999999998,163.96,-10.38,20.99579957991598,16.877156158547567,4.12,0.04000800240080207,0.24174688920761658,-0.2017388868068145,no_skew_vs_no_skew,-10,5,153.57999999999998,20.99579957991598,0.040008002400802066,187,0.18,171,0.15,163,0.02,155,0.14,148,0.19,137,0.2,117,0.12000000000000012,153.83,21.679970018429458,0.03513681556498339,163.96,16.877156158547567,0.24174688920761656,192,0.19,180,0.02,169,0.26,163,0.2,157,0.03,150,0.07,140,0.22999999999999998,164.03,17.56271903778,0.16160539859031545,-10.380000000000024,4.118643421368411,-0.20173888680681448,-10.199999999999989,4.117250980649459,-0.12646858302533207
0.45,71,0.55,118,0.49,90,0.51,125,96.85000000000001,107.85000000000001,-11.0,23.38220477200557,17.496499649929984,5.89,-0.20100756305184406,-0.040008002400799124,-0.16099956065104493,no_skew_vs_no_skew,-10,5,96.85000000000001,23.38220477200557,-0.20100756305184408,136,0.12,115,0.24,105,0.03,96,0.25,86,0.16,72,0.07,53,0.12999999999999978,96.75999999999999,24.024620704602178,-0.24749958600129207,107.85,17.49649964992998,-0.040008002400799124,151,0.04,124,0.34,117,0.02,110,0.03,104,0.3,93,0.16,74,0.11,108.06,18.185059801936312,-0.05893602530159277,-10.999999999999986,5.8857051220755885,-0.16099956065104495,-11.300000000000011,5.839560902665866,-0.18856356069969932
0.44,9,0.56,35,0.5,31,0.5,38,23.560000000000002,34.5,-10.94,12.906060591830492,3.5,9.41,-0.24174688920761447,0.0,-0.24174688920761447,no_skew_vs_no_skew,-10,10,23.560000000000002,12.906060591830492,-0.24174688920761453,42,0.22,32,0.13,27,0.17,23,0.03,20,0.07,16,0.18,3,0.2,23.560000000000002,13.483560360676256,-0.14465640848197275,34.5,3.5,0.0,40,0.28,38,0.03,36,0.1,34,0.26,32,0.05,30,0.09,28,0.19,34.400000000000006,4.39089968002003,-0.08504953668192436,-10.939999999999998,9.406060591830492,-0.24174688920761453,-10.840000000000003,9.092660680656227,-0.059606871800048394
0.52,19,0.48,55,0.55,38,0.45,56,36.28,46.1,-9.82,17.985594235387385,8.95488693395958,9.03,0.08006407690254341,0.20100756305184173,-0.12094348614929831,no_skew_vs_no_skew,-10,10,36.28,17.985594235387385,0.08006407690254343,78,0.06,54,0.23,45,0.08,38,0.17,32,0.13,23,0.18,6,0.15,36.36,18.838534974885917,0.15095270665446903,46.1,8.95488693395958,0.20100756305184175,64,0.15,56,0.02,49,0.16,46,0.18,44,0.12,41,0.29,25,0.08000000000000011,46.01,9.749353824741414,0.1275295961025252,-9.82,9.030707301427805,-0.12094348614929833,-9.649999999999999,9.089181150144503,0.02342311055194382
0.44,140,0.56,169,0.46,162,0.54,171,156.24,166.86,-10.62,14.395221429349393,4.48557688597576,9.91,-0.2417468892076118,-0.1605144707810808,-0.081232418426531,no_skew_vs_no_skew,-10,10,156.24,14.395221429349393,-0.2417468892076118,174,0.29,163,0.18,158,0.13,154,0.04,149,0.1,142,0.02,134,0.24,156.4,15.108937752204818,-0.33776077922194164,166.86,4.485576885975761,-0.16051447078108083,174,0.22,171,0.12,169,0.11,167,0.14,165,0.08,163,0.02,160,0.31,166.83,5.379693299808085,-0.06079303828494297,-10.620000000000005,9.90964454337363,-0.08123241842653098,-10.430000000000007,9.729244452396735,-0.27696774093699866
0.52,62,0.48,107,0.44,85,0.56,102,83.6,94.52000000000001,-10.92,22.481992794234234,8.438578079273782,14.04,0.08006407690254412,-0.24174688920761703,0.32181096611016113,no_skew_vs_no_skew,-10,15,83.6,22.481992794234234,0.08006407690254412,132,0.06,107,0.22,95,0.14,86,0.04,78,0.2,66,0.21,46,0.13,83.64,23.120346018171958,0.13552895982982616,94.52000000000001,8.438578079273782,-0.24174688920761703,107,0.23,98,0.24,96,0.03,94,0.05,92,0.17,88,0.12,78,0.1599999999999999,94.38999999999999,9.414770310528025,-0.3181473001252936,-10.920000000000016,14.043414714960452,0.32181096611016113,-10.749999999999986,13.705575707643932,0.45367625995511973
0.44,119,0.56,166,0.54,148,0.46,163,145.32000000000002,154.9,-9.58,23.33018645446281,7.475961476626268,15.85,-0.24174688920761198,0.16051447078102582,-0.40226135998863777,no_skew_vs_no_skew,-10,15,145.32,23.33018645446281,-0.24174688920761198,181,0.18,164,0.09,152,0.21,144,0.19,134,0.1,122,0.08,104,0.1500000000000001,145.38000000000002,24.13867436293883,-0.2148369354185023,154.9,7.475961476626268,0.16051447078102585,166,0.26,158,0.17,156,0.02,154,0.1,152,0.15,149,0.05,144,0.25,154.79000000000002,8.152662141901871,0.08277344141530399,-9.580000000000013,15.854224977836544,-0.4022613599886378,-9.409999999999997,15.986012221036958,-0.2976103768338063
0.52,128,0.48,173,0.54,152,0.46,168,149.6,159.36,-9.76,22.481992794234234,7.974358908401352,14.51,0.08006407690254455,0.16051447078101677,-0.08045039387847222,no_skew_vs_no_skew,-10,15,149.6,22.481992794234234,0.08006407690254454,191,0.11,170,0.14,157,0.21,149,0.2,140,0.04,130,0.13,114,0.17,149.45999999999998,22.965809369582427,0.050872667751675274,159.36,7.974358908401352,0.1605144707810168,174,0.18,165,0.07,161,0.17,159,0.12,157,0.06,155,0.27,144,0.13,159.31,8.798516920481543,0.14012836177452215,-9.76000000000002,14.507633885832881,-0.08045039387847226,-9.850000000000023,14.167292449100884,-0.08925569402284687
0.53,128,0.47,157,0.5,133,0.5,152,141.63,142.5,-0.87,14.473876467622626,9.5,4.97,0.12021658495513034,0.0,0.12021658495513034,no_skew_vs_no_skew,0,5,141.63,14.473876467622624,0.12021658495513032,170,0.13,156,0.05,146,0.24,142,0.17,138,0.14,131,0.11,117,0.16,141.53,15.195035373436944,0.19285532359511148,142.5,9.5,0.0,172,0.04,150,0.24,145,0.13,143,0.2,140,0.25,132,0.02,121,0.12000000000000001,142.49,10.412007491353432,-0.07637570761400604,-0.8700000000000045,4.973876467622624,0.12021658495513032,-0.960000000000008,4.783027882083513,0.2692310312091175
0.47,35,0.53,67,0.56,41,0.44,65,51.96,51.56,0.4,15.971174033238759,11.913286700151222,4.06,-0.12021658495513096,0.24174688920761392,-0.3619634741627449,no_skew_vs_no_skew,0,5,51.96000000000001,15.971174033238759,-0.12021658495513095,75,0.24,64,0.06,57,0.15,52,0.11,47,0.05,42,0.21,27,0.18,52.14,16.555373749933885,-0.022337506274974432,51.56,11.913286700151222,0.24174688920761395,79,0.09,61,0.21,57,0.04,53,0.17,50,0.07,46,0.25,32,0.16999999999999998,51.65,12.686508581954296,0.3350901302910779,0.4000000000000057,4.057887333087537,-0.3619634741627449,0.490000000000002,3.868865167979589,-0.35742763656605236
0.48,67,0.52,100,0.46,72,0.54,95,84.16,84.42,-0.26,16.486794715771772,11.463140930826944,5.02,-0.08006407690254287,-0.16051447078103379,0.08045039387849091,no_skew_vs_no_skew,0,5,84.16,16.486794715771772,-0.08006407690254291,115,0.13,100,0.06,89,0.26,83,0.29,76,0.04,68,0.08,54,0.14,84.2,17.20697532978995,-0.03042726508530205,84.42000000000002,11.463140930826944,-0.1605144707810338,105,0.14,90,0.32,87,0.03,84,0.11,81,0.2,73,0.02,64,0.1799999999999999,84.52999999999999,12.225755600370881,-0.18789530376259617,-0.2600000000000193,5.023653784944829,0.0804503938784909,-0.3299999999999841,4.98121972941907,0.15746803867729411
0.51,98,0.49,144,0.55,109,0.45,136,120.54,121.15,-0.61,22.99539953990798,13.43233040093937,9.56,0.0400080024007995,0.20100756305184458,-0.1609995606510451,no_skew_vs_no_skew,0,10,120.54,22.99539953990798,0.0400080024007995,171,0.06,145,0.17,131,0.16,121,0.21,111,0.18,98,0.1,78,0.12,120.42,23.587361022378065,0.003109602406486797,121.15,13.43233040093937,0.2010075630518446,150,0.09,131,0.26,126,0.06,122,0.11,118,0.08,114,0.22,100,0.18,121.06,13.934719229320695,0.25244646458744313,-0.6099999999999994,9.56306913896861,-0.16099956065104512,-0.6400000000000006,9.65264179305737,-0.24933686218095633
0.45,93,0.55,130,0.49,105,0.51,120,113.35000000000001,112.64999999999999,0.7,18.40726758647247,7.498499849969993,10.91,-0.2010075630518403,-0.04000800240080355,-0.16099956065103677,no_skew_vs_no_skew,0,10,113.35,18.407267586472468,-0.20100756305184028,154,0.06,129,0.24,118,0.19,111,0.21,103,0.16,90,0.02,75,0.12,113.21,19.17565904995184,-0.29489052651447906,112.65,7.498499849969993,-0.04000800240080355,126,0.18,116,0.19,114,0.15,112,0.04,110,0.11,108,0.2,97,0.12999999999999978,112.60999999999999,8.452094414995608,-0.12604894614002538,0.6999999999999886,10.908767736502476,-0.16099956065103674,0.6000000000000085,10.723564634956231,-0.16884158037445368
0.47,152,0.53,193,0.45,161,0.55,184,173.73,173.65,0.08,20.46306673008716,11.44235552672613,9.02,-0.1202165849551356,-0.20100756305184014,0.08079097809670455,no_skew_vs_no_skew,0,10,173.73000000000002,20.46306673008716,-0.1202165849551356,200,0.07,198,0.16,193,0.12,185,0.03,177,0.15,165,0.23,144,0.24,173.45,20.545254926624786,-0.1893159919961284,173.65,11.44235552672613,-0.20100756305184014,190,0.23,181,0.11,177,0.09,174,0.03,172,0.26,165,0.08,155,0.19999999999999998,173.67999999999998,12.029031548715796,-0.17868697004072534,0.0800000000000125,9.02071120336103,0.08079097809670455,-0.22999999999998977,8.51622337790899,-0.01062902195540305
0.44,146,0.56,187,0.51,164,0.49,176,168.96,169.88,-0.92,20.351864779425004,5.998799879975993,14.35,-0.24174688920761428,0.040008002400796494,-0.2817548916084108,no_skew_vs_no_skew,0,15,168.96,20.351864779425004,-0.24174688920761428,196,0.25,183,0.13,175,0.07,169,0.06,162,0.17,152,0.19,133,0.12999999999999978,168.88999999999996,21.022794771390405,-0.17421046411216784,169.88,5.998799879975994,0.040008002400796494,181,0.17,174,0.11,172,0.08,170,0.2,168,0.04,166,0.21,159,0.19,169.46,6.990593680081829,0.13648027335663224,-0.9199999999999875,14.35306489944901,-0.2817548916084108,-0.57000000000005,14.032201091308576,-0.31069073746880005
0.47,52,0.53,97,0.55,69,0.45,85,75.85,76.2,-0.35,22.459463484242004,7.95989949685296,14.5,-0.12021658495512777,0.20100756305184286,-0.32122414800697063,no_skew_vs_no_skew,0,15,75.85,22.459463484242004,-0.12021658495512777,106,0.27,95,0.04,85,0.08,77,0.12,69,0.15,59,0.18,40,0.16,75.83000000000001,23.03781890717956,-0.04148705795045906,76.2,7.95989949685296,0.20100756305184284,110,0.02,85,0.23,79,0.14,77,0.04,75,0.21,72,0.3,53,0.06,76.41999999999999,8.923205701988495,0.1516404158227852,-0.3500000000000085,14.499563987389045,-0.32122414800697063,-0.589999999999975,14.114613205191064,-0.19312747377324427
0.46,14,0.54,62,0.52,32,0.48,50,39.92,40.64,-0.72,23.92307672520406,8.992797117693692,14.93,-0.16051447078102574,0.08006407690254334,-0.24057854768356907,no_skew_vs_no_skew,0,15,39.92,23.92307672520406,-0.1605144707810257,67,0.35,55,0.07,45,0.05,36,0.12,27,0.14,17,0.11,2,0.16,39.84,24.226729040462725,-0.21237506586041954,40.64,8.992797117693692,0.08006407690254334,57,0.16,47,0.09,42,0.21,40,0.13,38,0.15,34,0.08,25,0.18,40.29,9.766570534225409,0.11769073387131886,-0.7199999999999989,14.930279607510366,-0.24057854768356907,-0.44999999999999574,14.460158506237317,-0.3300657997317384
0.46,143,0.54,179,0.44,137,0.56,163,162.44,151.56,10.88,17.942307543903045,12.906060591830492,5.04,-0.1605144707810251,-0.24174688920761522,0.08123241842659013,no_skew_vs_no_skew,10,5,162.44,17.942307543903045,-0.16051447078102513,188,0.24,177,0.09,170,0.02,164,0.13,158,0.23,149,0.12,133,0.16999999999999998,162.60000000000002,18.73125729896421,-0.07957700940753261,151.56,12.906060591830492,-0.2417468892076152,174,0.16,162,0.08,154,0.27,151,0.18,147,0.07,140,0.11,126,0.13,151.63,13.857600802447731,-0.18219507687842584,10.879999999999995,5.036246952072553,0.08123241842659007,10.970000000000027,4.873656496516478,0.10261806747089323
0.54,32,0.46,62,0.56,27,0.44,47,45.800000000000004,35.800000000000004,10.0,14.951922953252536,9.927738916792686,5.02,0.16051447078102615,0.24174688920761425,-0.0812324184265881,no_skew_vs_no_skew,10,5,45.8,14.951922953252534,0.16051447078102618,78,0.09,59,0.16,51,0.12,46,0.19,41,0.24,32,0.06,18,0.14,45.6,15.797468151574163,0.08808202549394488,35.8,9.927738916792686,0.2417468892076142,53,0.19,45,0.03,39,0.15,36,0.18,34,0.12,30,0.13,20,0.2,35.73,10.722737523599093,0.16571192086516884,10.0,5.0241840364598485,-0.08123241842658802,9.870000000000005,5.07473062797507,-0.07762989537122396
0.56,43,0.44,82,0.52,37,0.48,66,60.160000000000004,50.92,9.24,19.359090887745737,14.488395356284284,4.87,0.24174688920761436,0.08006407690254316,0.1616828123050712,no_skew_vs_no_skew,10,5,60.16,19.359090887745737,0.2417468892076143,107,0.05,81,0.21,70,0.14,62,0.12,56,0.04,48,0.27,31,0.17,60.07,20.0006274901564,0.3221777227961238,50.92,14.488395356284284,0.08006407690254315,74,0.19,61,0.13,54,0.22,50,0.08,45,0.07,39,0.05,31,0.26,51.03000000000001,15.142295070431034,0.07069025195592116,9.239999999999995,4.870695531461452,0.16168281230507114,9.039999999999992,4.858332419725366,0.2514874708402026
0.49,136,0.51,171,0.45,137,0.55,151,153.85,144.70000000000002,9.15,17.496499649929984,6.96491205974634,10.53,-0.04000800240080592,-0.20100756305185963,0.1609995606510537,no_skew_vs_no_skew,10,10,153.85000000000002,17.496499649929984,-0.0400080024008059,178,0.24,167,0.09,159,0.12,154,0.05,149,0.18,141,0.13,127,0.19,153.81,17.9274621739944,-0.05800096374057455,144.70000000000002,6.96491205974634,-0.20100756305185963,162,0.09,148,0.22,146,0.25,144,0.03,142,0.23,138,0.13,122,0.05,144.66,7.940050377673935,-0.29261389332278676,9.150000000000006,10.531587590183644,0.16099956065105372,9.150000000000006,9.987411796320465,0.2346129295822122
0.48,66,0.52,109,0.54,67,0.46,90,88.36,77.58,10.78,21.48279311449049,11.463140930826944,10.02,-0.08006407690254336,0.16051447078102668,-0.24057854768357004,no_skew_vs_no_skew,10,10,88.36,21.48279311449049,-0.08006407690254337,120,0.19,104,0.16,95,0.17,88,0.05,81,0.08,72,0.07,60,0.27999999999999997,88.31,22.025301360026837,0.0025910016313703305,77.58,11.463140930826944,0.16051447078102668,111,0.04,87,0.33,82,0.03,78,0.13,75,0.06,71,0.3,54,0.1099999999999999,77.49,12.211056465351387,0.1554714656661405,10.780000000000001,10.019652183663547,-0.24057854768357007,10.820000000000007,9.81424489467545,-0.15288046403477018
0.45,36,0.55,70,0.5,38,0.5,53,54.7,45.5,9.2,16.91478643081254,7.5,9.41,-0.2010075630518433,0.0,-0.2010075630518433,no_skew_vs_no_skew,10,10,54.7,16.91478643081254,-0.20100756305184328,78,0.23,65,0.15,59,0.12,54,0.07,49,0.05,42,0.24,25,0.14,54.580000000000005,17.516951789623675,-0.18146407613700175,45.5,7.5,0.0,64,0.09,51,0.2,48,0.18,46,0.04,44,0.15,42,0.21,30,0.13,45.76,8.488957533172139,0.09170438799542958,9.200000000000003,9.41478643081254,-0.20100756305184328,8.820000000000007,9.027994256451537,-0.27316846413243134
0.47,38,0.53,84,0.44,42,0.56,59,62.38,51.52,10.86,22.958562672780715,8.438578079273784,14.52,-0.12021658495512935,-0.241746889207624,0.12153030425249464,no_skew_vs_no_skew,10,15,62.38,22.958562672780715,-0.12021658495512932,99,0.14,79,0.26,70,0.08,62,0.1,54,0.06,44,0.2,26,0.16,62.400000000000006,23.404273114113156,-0.07095954348215251,51.52000000000001,8.438578079273782,-0.24174688920762402,68,0.14,55,0.23,53,0.13,51,0.16,49,0.17,43,0.06,32,0.10999999999999976,51.64999999999999,9.40571634698814,-0.30738635400054826,10.859999999999992,14.519984593506933,0.1215303042524947,10.750000000000014,13.998556767125017,0.23642681051839576
0.47,74,0.53,117,0.51,80,0.49,94,96.79,86.86,9.93,21.461265107164582,6.998599859971993,14.46,-0.12021658495513071,0.040008002400800026,-0.16022458735593073,no_skew_vs_no_skew,10,15,96.79,21.461265107164582,-0.12021658495513071,128,0.21,112,0.13,103,0.09,95,0.17,87,0.15,74,0.19,49,0.06,96.91,22.10705543486061,-0.20847021647188207,86.86,6.998599859971993,0.04000800240080003,99,0.2,90,0.19,88,0.17,86,0.03,84,0.11,82,0.06,76,0.24,86.84,7.8876105380527,0.1035757697268857,9.930000000000007,14.46266524719259,-0.16022458735593076,10.069999999999993,14.219444896807909,-0.3120459861987678
0.45,109,0.55,147,0.48,116,0.52,124,129.9,120.16,9.74,18.90476130502578,3.9967987189749747,14.91,-0.20100756305184383,-0.08006407690251999,-0.12094348614932385,no_skew_vs_no_skew,10,15,129.9,18.90476130502578,-0.20100756305184378,167,0.09,146,0.21,135,0.23,129,0.07,122,0.12,112,0.2,90,0.07999999999999978,130.01,19.57728019925137,-0.1215089503310542,120.16,3.9967987189749747,-0.08006407690251999,128,0.16,124,0.09,122,0.2,120,0.21,118,0.1,116,0.02,113,0.22,120.22,4.8919934587037215,-0.03472616222520056,9.740000000000009,14.907962586050804,-0.12094348614932379,9.789999999999992,14.685286740547648,-0.08678278810585364
0.55,144,0.45,170,0.49,127,0.51,144,155.70000000000002,135.67,20.03,12.934836682386061,8.49829982996599,4.44,0.20100756305183615,-0.040008002400793816,0.24101556545262998,no_skew_vs_no_skew,20,5,155.7,12.93483668238606,0.20100756305183615,176,0.24,167,0.04,161,0.07,157,0.09,154,0.13,149,0.2,138,0.23,155.88,13.693268419190504,0.2487118595418738,135.67,8.498299829965992,-0.04000800240079381,149,0.23,141,0.11,138,0.03,136,0.19,134,0.04,131,0.25,120,0.15,135.87,9.302316915693638,-0.1154344165445022,20.03,4.436536852420067,0.24101556545262995,20.00999999999999,4.390951503496867,0.364146276086376
0.54,45,0.46,76,0.56,31,0.44,51,59.260000000000005,39.800000000000004,19.46,15.45032038502762,9.927738916792686,5.52,0.16051447078102526,0.2417468892076137,-0.08123241842658843,no_skew_vs_no_skew,20,5,59.260000000000005,15.45032038502762,0.16051447078102526,90,0.12,74,0.09,63,0.25,58,0.11,52,0.24,40,0.17,11,0.02000000000000001,59.09,16.089807332594138,0.08750052033237472,39.800000000000004,9.927738916792686,0.24174688920761367,56,0.21,49,0.03,43,0.11,40,0.2,38,0.08,34,0.14,25,0.23,39.51,10.679414777973557,0.2016779866009296,19.46,5.522581468234934,-0.0812324184265884,19.580000000000005,5.41039255462058,-0.11417746626855486
0.52,32,0.48,76,0.44,14,0.56,47,53.12,32.480000000000004,20.64,21.98239295436236,16.380769212707932,5.6,0.08006407690254383,-0.2417468892076147,0.3218109661101585,no_skew_vs_no_skew,20,5,53.12,21.98239295436236,0.08006407690254382,90,0.16,73,0.08,60,0.28,52,0.04,44,0.1,34,0.27,9,0.07,53.330000000000005,22.489577586073064,0.03973789809592586,32.480000000000004,16.380769212707932,-0.2417468892076147,58,0.17,43,0.15,35,0.24,31,0.06,26,0.2,15,0.02,2,0.16,32.39,17.091456930291226,-0.3223307333009256,20.639999999999993,5.601623741654429,0.3218109661101585,20.940000000000005,5.398120655781838,0.36206863139685147
