P_A1,O_A1,P_A2,O_A2,P_B1,O_B1,P_B2,O_B2,EV_A,EV_B,EV_diff,SD_A,SD_B,SD_diff,skew_A,skew_B,skew_diff,skew_level,ev_level,sd_level,simple_EVA,simple_SDA,simple_skewness_A,complex_OA1,complex_PA1,complex_OA2,complex_PA2,complex_OA3,complex_PA3,complex_OA4,complex_PA4,complex_OA5,complex_PA5,complex_OA6,complex_PA6,complex_OA7,complex_PA7,complex_EVA,complex_SDA,complex_skewness_A,simple_EVB,simple_SDB,simple_skewness_B,complex_OB1,complex_PB1,complex_OB2,complex_PB2,complex_OB3,complex_PB3,complex_OB4,complex_PB4,complex_OB5,complex_PB5,complex_OB6,complex_PB6,complex_OB7,complex_PB7,complex_EVB,complex_SDB,complex_skewness_B,simple_EVD,simple_SDD,simple_skewness_D,complex_EVD,complex_SDD,complex_skewness_D
0.03,2,0.97,36,0.97,55,0.03,58,34.980000000000004,55.09,-20.11,5.799965517138873,0.5117616632769595,5.29,-5.510377588549282,5.510377588564482,-11.020755177113763,left_vs_right,-20,5,34.980000000000004,5.799965517138873,-5.510377588549284,,,,,,,,,,,,,,,,,,55.09,0.5117616632769595,5.510377588564482,,,,,,,,,,,,,,,,,,-20.11,5.288203853861914,-11.020755177113767,,,
0.11,148,0.89,167,0.89,184,0.11,185,164.91,184.10999999999999,-19.2,5.944905381921566,0.31288975694324034,5.63,-2.49289081119237,2.4928908111671095,-4.98578162235948,left_vs_right,-20,5,164.91,5.944905381921566,-2.4928908111923707,172,0.2,169,0.13,167,0.11,165,0.28,163,0.04,161,0.19,140,0.05000000000000001,165.05,6.83867677259278,-2.260420182106673,184.10999999999999,0.31288975694324034,2.4928908111671095,,,,,,,,,,,,,,,,,,-19.19999999999999,5.632015624978325,-4.985781622359481,,,
0.11,145,0.89,163,0.91,181,0.09,182,161.01999999999998,181.09,-20.07,5.632015624978326,0.2861817604250837,5.35,-2.4928908111918324,2.865311887176111,-5.358202698367943,left_vs_right,-20,5,161.01999999999998,5.632015624978326,-2.492890811191832,167,0.24,165,0.15,163,0.06,161,0.18,159,0.05,157,0.28,135,0.04,160.9,6.556675987114202,-2.293747322543944,181.09,0.2861817604250837,2.8653118871761114,,,,,,,,,,,,,,,,,,-20.07000000000002,5.345833864553242,-5.358202698367943,,,
0.04,49,0.96,81,0.96,99,0.04,108,79.71999999999998,99.35999999999999,-19.64,6.270693741524936,1.7636326148038883,4.51,-4.694855340334053,4.6948553403313005,-9.389710680665353,left_vs_right,-20,5,79.71999999999998,6.270693741524936,-4.694855340334053,,,,,,,,,,,,,,,,,,99.35999999999999,1.7636326148038883,4.6948553403313,,,,,,,,,,,,,,,,,,-19.64,4.507061126721048,-9.389710680665353,,,
0.08,64,0.92,87,0.93,104,0.07,108,85.16000000000001,104.28,-19.12,6.239743584475247,1.020588065773846,5.22,-3.096281079252942,3.370605747177076,-6.466886826430018,left_vs_right,-20,5,85.16000000000001,6.239743584475247,-3.0962810792529414,93,0.17,89,0.18,87,0.22,85,0.15,83,0.06,79,0.2,49,0.02000000000000001,85.48,6.911555541265657,-2.8633765197908305,104.28,1.020588065773846,3.370605747177076,,,,,,,,,,,,,,,,,,-19.11999999999999,5.219155518701401,-6.466886826430017,,,
0.1,84,0.9,122,0.89,135,0.11,156,118.2,137.31,-19.11,11.399999999999999,6.570684895808046,4.83,-2.6666666666666385,2.492890811192489,-5.159557477859128,left_vs_right,-20,5,118.2,11.399999999999999,-2.666666666666639,,,,,,,,,,,,,,,,,,137.31,6.570684895808046,2.492890811192489,163,0.06,149,0.04,142,0.05,139,0.18,137,0.11,135,0.23,132,0.33,137.54000000000002,7.560978772619323,2.303092875702562,-19.11,4.829315104191952,-5.159557477859128,,,
0.11,74,0.89,95,0.9,113,0.1,119,92.69,113.60000000000001,-20.91,6.570684895808046,1.8,4.77,-2.4928908111921735,2.6666666666691676,-5.159557477861341,left_vs_right,-20,5,92.69,6.570684895808046,-2.4928908111921735,99,0.27,97,0.04,95,0.26,93,0.03,91,0.28,83,0.07,66,0.04999999999999978,92.69,7.474884614494049,-2.2541250527227303,113.60000000000001,1.8,2.6666666666691676,,,,,,,,,,,,,,,,,,-20.91000000000001,4.7706848958080466,-5.159557477861341,,,
0.03,22,0.97,54,0.97,74,0.03,75,53.03999999999999,74.03,-20.99,5.458791074954234,0.1705872210923198,5.29,-5.510377588548995,5.510377588621888,-11.020755177170884,left_vs_right,-20,5,53.03999999999999,5.458791074954234,-5.510377588548996,,,,,,,,,,,,,,,,,,74.03,0.1705872210923198,5.510377588621888,,,,,,,,,,,,,,,,,,-20.99000000000001,5.288203853861914,-11.020755177170884,,,
0.05,5,0.95,99,0.95,111,0.05,178,94.3,114.35,-20.05,20.486825034641168,14.602311460861257,5.88,-4.129483209670125,4.129483209670088,-8.258966419340213,left_vs_right,-20,5,94.3,20.486825034641168,-4.129483209670126,,,,,,,,,,,,,,,,,,114.35,14.602311460861257,4.129483209670087,,,,,,,,,,,,,,,,,,-20.049999999999997,5.884513573779911,-8.258966419340213,,,
0.09,34,0.91,97,0.9,106,0.1,151,91.33,110.5,-19.17,18.029450906780273,13.5,4.53,-2.8653118870398986,2.666666666666667,-5.5319785537065655,left_vs_right,-20,5,91.33,18.029450906780273,-2.865311887039899,,,,,,,,,,,,,,,,,,110.5,13.5,2.666666666666667,,,,,,,,,,,,,,,,,,-19.17,4.529450906780273,-5.5319785537065655,,,
0.05,9,0.95,77,0.94,92,0.06,116,73.6,93.43999999999998,-19.84,14.82025640803829,5.6996842017782,9.12,-4.129483209670076,3.7054684526921076,-7.834951662362184,left_vs_right,-20,10,73.6,14.82025640803829,-4.1294832096700755,,,,,,,,,,,,,,,,,,93.43999999999998,5.6996842017782,3.705468452692107,,,,,,,,,,,,,,,,,,-19.83999999999999,9.12057220626009,-7.834951662362183,,,
0.06,33,0.94,112,0.95,126,0.05,166,107.26,127.99999999999999,-20.74,18.76146049751991,8.717797887081348,10.04,-3.705468452692726,4.12948320966982,-7.8349516623625455,left_vs_right,-20,10,107.26,18.76146049751991,-3.7054684526927266,,,,,,,,,,,,,,,,,,127.99999999999999,8.717797887081348,4.12948320966982,,,,,,,,,,,,,,,,,,-20.73999999999998,10.043662610438561,-7.834951662362546,,,
0.06,60,0.94,101,0.93,119,0.07,121,98.53999999999999,119.14,-20.6,9.736960511371091,0.510294032886923,9.23,-3.705468452692687,3.3706057471241007,-7.076074199816787,left_vs_right,-20,10,98.53999999999999,9.736960511371091,-3.705468452692688,,,,,,,,,,,,,,,,,,119.14,0.510294032886923,3.3706057471241007,,,,,,,,,,,,,,,,,,-20.60000000000001,9.226666478484168,-7.076074199816789,,,
0.1,29,0.9,107,0.91,115,0.09,160,99.2,119.05000000000001,-19.85,23.4,12.878179219128766,10.52,-2.666666666666671,2.8653118870399577,-5.531978553706629,left_vs_right,-20,10,99.2,23.4,-2.6666666666666714,,,,,,,,,,,,,,,,,,119.05000000000001,12.878179219128766,2.8653118870399577,,,,,,,,,,,,,,,,,,-19.85000000000001,10.521820780871233,-5.5319785537066295,,,
0.04,17,0.96,107,0.96,121,0.04,165,103.4,122.75999999999999,-19.36,17.636326148038883,8.622203894596788,9.01,-4.694855340334488,4.694855340334299,-9.389710680668788,left_vs_right,-20,10,103.4,17.636326148038883,-4.694855340334488,,,,,,,,,,,,,,,,,,122.75999999999999,8.622203894596788,4.694855340334297,,,,,,,,,,,,,,,,,,-19.359999999999985,9.014122253442094,-9.389710680668784,,,
0.06,12,0.94,62,0.95,78,0.05,83,58.99999999999999,78.25,-19.25,11.874342087037917,1.0897247358851685,10.78,-3.705468452692664,4.129483209670113,-7.834951662362776,left_vs_right,-20,10,58.99999999999999,11.874342087037917,-3.705468452692664,,,,,,,,,,,,,,,,,,78.25,1.0897247358851685,4.129483209670111,,,,,,,,,,,,,,,,,,-19.250000000000007,10.784617351152749,-7.834951662362775,,,
0.12,60,0.88,127,0.87,135,0.13,168,118.96000000000001,139.29,-20.33,21.772422924424376,11.098013335728156,10.67,-2.33873832860734,2.200393823765198,-4.539132152372538,left_vs_right,-20,10,118.96000000000001,21.772422924424376,-2.3387383286073407,,,,,,,,,,,,,,,,,,139.29,11.098013335728156,2.2003938237651983,193,0.02,167,0.04,149,0.14,143,0.12,139,0.11,136,0.32,127,0.25,139.12,12.019384343634245,2.1207193128155795,-20.329999999999984,10.67440958869622,-4.539132152372539,,,
0.09,91,0.91,128,0.92,144,0.08,145,124.67,144.08,-19.41,10.588725135728097,0.2712931993250107,10.32,-2.8653118870399683,3.0962810792706996,-5.961592966310668,left_vs_right,-20,10,124.67,10.588725135728097,-2.8653118870399683,,,,,,,,,,,,,,,,,,144.08,0.2712931993250107,3.096281079270699,,,,,,,,,,,,,,,,,,-19.41000000000001,10.317431936403086,-5.9615929663106675,,,
0.13,6,0.87,51,0.88,64,0.12,79,45.15,65.8,-20.65,15.133654548720214,4.874423042781576,10.26,-2.2003938237651957,2.3387383286072914,-4.539132152372487,left_vs_right,-20,10,45.15,15.133654548720214,-2.2003938237651957,,,,,,,,,,,,,,,,,,65.8,4.874423042781576,2.338738328607291,91,0.03,71,0.16,69,0.1,67,0.08,65,0.18,63,0.23,60,0.22,65.74,5.816562558762692,2.3580005321218866,-20.65,10.259231505938638,-4.539132152372487,,,
0.08,75,0.92,132,0.92,145,0.08,165,127.44000000000001,146.6,-19.16,15.463712361525612,5.4258639865002145,10.04,-3.0962810792528583,3.0962810792524755,-6.192562158505334,left_vs_right,-20,10,127.44000000000001,15.463712361525612,-3.0962810792528583,,,,,,,,,,,,,,,,,,146.6,5.4258639865002145,3.0962810792524746,176,0.03,154,0.09,149,0.2,147,0.15,145,0.24,143,0.07,141,0.22,146.82,6.356697255650925,2.849992711646699,-19.159999999999982,10.037848375025398,-6.192562158505333,,,
0.12,21,0.88,125,0.87,124,0.13,197,112.52,133.49,-20.97,33.79599976328559,24.550150712368346,9.25,-2.338738328607318,2.2003938237652045,-4.539132152372522,left_vs_right,-20,10,112.52,33.79599976328559,-2.338738328607317,,,,,,,,,,,,,,,,,,133.49,24.550150712368346,2.200393823765204,,,,,,,,,,,,,,,,,,-20.970000000000013,9.245849050917247,-4.539132152372521,,,
0.09,12,0.91,56,0.92,71,0.08,84,52.04,72.04,-20.0,12.591997458703682,3.5268115912251394,9.07,-2.865311887039901,3.096281079252834,-5.961592966292734,left_vs_right,-20,10,52.04,12.591997458703682,-2.865311887039901,,,,,,,,,,,,,,,,,,72.04,3.5268115912251394,3.0962810792528344,,,,,,,,,,,,,,,,,,-20.000000000000007,9.065185867478544,-5.961592966292735,,,
0.12,87,0.88,128,0.89,141,0.11,154,123.08,142.43,-19.35,13.323422983602974,4.067566840262124,9.26,-2.338738328607281,2.4928908111932735,-4.831629139800555,left_vs_right,-20,10,123.08,13.323422983602974,-2.338738328607281,135,0.33,127,0.25,123,0.14,117,0.1,108,0.13,87,0.03,61,0.02,123.09000000000002,14.14644478305415,-2.1527215746430315,142.43,4.067566840262124,2.4928908111932726,,,,,,,,,,,,,,,,,,-19.35000000000001,9.25585614334085,-4.831629139800554,,,
0.11,52,0.89,137,0.89,143,0.11,194,127.65,148.60999999999999,-20.96,26.595629340175428,15.957377604105258,10.64,-2.492890811192326,2.4928908111922397,-4.9857816223845655,left_vs_right,-20,10,127.65,26.595629340175428,-2.492890811192326,,,,,,,,,,,,,,,,,,148.60999999999999,15.957377604105258,2.49289081119224,,,,,,,,,,,,,,,,,,-20.95999999999998,10.63825173607017,-4.985781622384566,,,
0.05,19,0.95,87,0.95,102,0.05,123,83.6,103.05,-19.45,14.82025640803829,4.576843890717708,10.24,-4.129483209670102,4.129483209670049,-8.258966419340151,left_vs_right,-20,10,83.6,14.82025640803829,-4.129483209670103,,,,,,,,,,,,,,,,,,103.05,4.576843890717708,4.12948320967005,,,,,,,,,,,,,,,,,,-19.450000000000003,10.243412517320582,-8.258966419340153,,,
0.07,87,0.93,150,0.94,164,0.06,191,145.59,165.62,-20.03,16.074262035938073,6.412144727000475,9.66,-3.3706057471793627,3.7054684526930384,-7.0760741998724015,left_vs_right,-20,10,145.59,16.074262035938073,-3.3706057471793622,,,,,,,,,,,,,,,,,,165.62,6.412144727000475,3.7054684526930384,,,,,,,,,,,,,,,,,,-20.03,9.662117308937598,-7.076074199872401,,,
0.1,8,0.9,115,0.88,117,0.12,186,104.3,125.28,-20.98,32.1,22.42234599679525,9.68,-2.666666666666667,2.338738328607323,-5.00540499527399,left_vs_right,-20,10,104.3,32.1,-2.6666666666666674,,,,,,,,,,,,,,,,,,125.28,22.42234599679525,2.3387383286073224,,,,,,,,,,,,,,,,,,-20.980000000000004,9.67765400320475,-5.00540499527399,,,
0.07,111,0.93,157,0.93,173,0.07,178,153.78000000000003,173.35000000000002,-19.57,11.736762756399228,1.2757350822173075,10.46,-3.370605747179658,3.370605747194685,-6.741211494374343,left_vs_right,-20,10,153.78000000000003,11.736762756399228,-3.3706057471796576,,,,,,,,,,,,,,,,,,173.35000000000002,1.2757350822173075,3.3706057471946855,,,,,,,,,,,,,,,,,,-19.569999999999993,10.46102767418192,-6.741211494374343,,,
0.04,37,0.96,91,0.96,109,0.04,117,88.84,109.32,-20.48,10.58179568882333,1.5676734353812338,9.01,-4.694855340334478,4.694855340330002,-9.38971068066448,left_vs_right,-20,10,88.84,10.58179568882333,-4.6948553403344775,,,,,,,,,,,,,,,,,,109.32,1.5676734353812338,4.694855340330001,,,,,,,,,,,,,,,,,,-20.47999999999999,9.014122253442096,-9.389710680664479,,,
0.08,3,0.92,106,0.92,113,0.08,161,97.76,116.84,-19.08,27.943199530476107,13.022073567600517,14.92,-3.0962810792528455,3.096281079252803,-6.192562158505648,left_vs_right,-20,15,97.76,27.943199530476107,-3.0962810792528455,,,,,,,,,,,,,,,,,,116.84,13.022073567600517,3.096281079252803,,,,,,,,,,,,,,,,,,-19.08,14.92112596287559,-6.192562158505648,,,
0.1,3,0.9,86,0.9,94,0.1,129,77.7,97.50000000000001,-19.8,24.9,10.5,14.4,-2.666666666666672,2.666666666666795,-5.333333333333467,left_vs_right,-20,15,77.7,24.9,-2.6666666666666723,,,,,,,,,,,,,,,,,,97.50000000000001,10.5,2.6666666666667953,145,0.03,124,0.04,112,0.02,102,0.09,98,0.32,95,0.3,86,0.2,97.79,11.407273995131352,2.429737813918527,-19.80000000000001,14.399999999999999,-5.333333333333467,,,
0.12,2,0.88,92,0.89,96,0.11,139,81.19999999999999,100.73,-19.53,29.24653825668946,13.454259548559332,15.79,-2.338738328607315,2.4928908111923307,-4.831629139799645,left_vs_right,-20,15,81.19999999999999,29.24653825668946,-2.338738328607315,,,,,,,,,,,,,,,,,,100.73,13.454259548559332,2.4928908111923302,,,,,,,,,,,,,,,,,,-19.530000000000015,15.792278708130127,-4.831629139799645,,,
0.13,78,0.87,146,0.87,154,0.13,175,137.16,156.73,-19.57,22.868633540288325,7.062372122736099,15.81,-2.200393823765199,2.2003938237650984,-4.400787647530297,left_vs_right,-20,15,137.16,22.868633540288325,-2.200393823765199,,,,,,,,,,,,,,,,,,156.73,7.062372122736099,2.200393823765099,185,0.05,169,0.04,160,0.13,158,0.17,156,0.25,154,0.16,148,0.2,156.91,8.011360683429501,2.0174862216247345,-19.569999999999993,15.806261417552225,-4.400787647530298,,,
0.13,41,0.87,105,0.89,114,0.11,134,96.67999999999999,116.2,-19.52,21.523419802624304,6.257795138864806,15.27,-2.200393823765175,2.492890811192326,-4.6932846349575,left_vs_right,-20,15,96.67999999999999,21.523419802624304,-2.200393823765175,,,,,,,,,,,,,,,,,,116.2,6.257795138864806,2.4928908111923254,151,0.02,125,0.14,118,0.21,116,0.16,114,0.2,112,0.03,109,0.24,116.17999999999999,7.0489431832012945,2.4227689077038916,-19.52000000000001,15.265624663759498,-4.6932846349575,,,
0.06,97,0.94,169,0.94,183,0.06,195,164.67999999999998,183.71999999999997,-19.04,17.099052605334602,2.8498421008891,14.25,-3.7054684526925445,3.705468452683727,-7.410936905376271,left_vs_right,-20,15,164.67999999999998,17.099052605334602,-3.705468452692544,,,,,,,,,,,,,,,,,,183.71999999999997,2.8498421008891,3.7054684526837285,,,,,,,,,,,,,,,,,,-19.039999999999992,14.249210504445502,-7.410936905376273,,,
0.14,47,0.86,128,0.87,132,0.13,173,116.66,137.33,-20.67,28.105949548093907,13.788440811056194,14.32,-2.0750055037352446,2.2003938237653133,-4.275399327500558,left_vs_right,-20,15,116.66,28.105949548093907,-2.0750055037352446,,,,,,,,,,,,,,,,,,137.33,13.788440811056194,2.200393823765313,187,0.05,166,0.02,149,0.11,140,0.2,136,0.12,133,0.22,124,0.28,137.36,14.501393036532733,1.9926979029043084,-20.670000000000016,14.317508737037713,-4.2753993275005575,,,
0.1,46,0.9,135,0.88,142,0.12,181,126.1,146.68,-20.58,26.700000000000003,12.6734999112321,14.03,-2.66666666666667,2.338738328607369,-5.00540499527404,left_vs_right,-20,15,126.1,26.700000000000003,-2.66666666666667,,,,,,,,,,,,,,,,,,146.68,12.6734999112321,2.3387383286073686,200,0.03,177,0.04,161,0.07,152,0.11,147,0.15,144,0.25,136,0.35,146.72,13.46334282412804,2.2258033495421925,-20.580000000000013,14.026500088767904,-5.005404995274039,,,
0.09,85,0.91,151,0.9,163,0.1,177,145.06,164.4,-19.34,18.887996188055524,4.2,14.69,-2.86531188703993,2.6666666666659697,-5.531978553705899,left_vs_right,-20,15,145.06,18.887996188055524,-2.8653118870399297,,,,,,,,,,,,,,,,,,164.4,4.2,2.66666666666597,,,,,,,,,,,,,,,,,,-19.340000000000003,14.687996188055525,-5.531978553705899,,,
0.08,28,0.92,134,0.91,142,0.09,188,125.52,146.14,-20.62,28.75707912845114,13.16436097955385,15.59,-3.0962810792528277,2.86531188703982,-5.961592966292647,left_vs_right,-20,15,125.52,28.75707912845114,-3.0962810792528277,,,,,,,,,,,,,,,,,,146.14,13.16436097955385,2.86531188703982,,,,,,,,,,,,,,,,,,-20.61999999999999,15.592718148897289,-5.961592966292647,,,
0.13,23,0.87,132,0.86,129,0.14,194,117.83,138.1,-20.27,36.65707435134452,22.554157044766715,14.1,-2.2003938237651965,2.0750055037352104,-4.275399327500407,left_vs_right,-20,15,117.83,36.65707435134452,-2.200393823765197,,,,,,,,,,,,,,,,,,138.1,22.554157044766715,2.0750055037352104,,,,,,,,,,,,,,,,,,-20.269999999999996,14.102917306577805,-4.275399327500407,,,
0.11,6,0.89,58,0.89,72,0.11,75,52.279999999999994,72.33,-20.05,16.270267361048496,0.938669270829721,15.33,-2.492890811192302,2.492890811190132,-4.985781622382434,left_vs_right,-20,15,52.279999999999994,16.270267361048496,-2.4928908111923005,,,,,,,,,,,,,,,,,,72.33,0.938669270829721,2.4928908111901324,,,,,,,,,,,,,,,,,,-20.050000000000004,15.331598090218776,-4.985781622382433,,,
0.13,96,0.87,156,0.86,165,0.14,181,148.2,167.24,-19.04,20.178206064960285,5.551792503327191,14.63,-2.200393823765164,2.075005503735515,-4.275399327500679,left_vs_right,-20,15,148.2,20.178206064960285,-2.2003938237651646,,,,,,,,,,,,,,,,,,167.24,5.551792503327191,2.075005503735515,198,0.02,173,0.21,170,0.14,168,0.18,166,0.07,164,0.2,159,0.1799999999999999,167.36999999999998,6.439961180007221,1.8773945255398,-19.04000000000002,14.626413561633093,-4.275399327500679,,,
0.14,69,0.86,126,0.86,137,0.14,148,118.02,138.54,-20.52,19.77826079310312,3.816857346037444,15.96,-2.075005503735221,2.0750055037344515,-4.150011007469672,left_vs_right,-20,15,118.02,19.77826079310312,-2.075005503735221,,,,,,,,,,,,,,,,,,138.54,3.816857346037444,2.0750055037344515,,,,,,,,,,,,,,,,,,-20.519999999999996,15.961403447065674,-4.150011007469672,,,
0.08,43,0.92,109,0.92,122,0.08,134,103.72,122.96000000000001,-19.24,17.90535115545071,3.255518391900129,14.65,-3.09628107925284,3.096281079253294,-6.192562158506134,left_vs_right,-20,15,103.72,17.90535115545071,-3.0962810792528406,,,,,,,,,,,,,,,,,,122.96000000000001,3.255518391900129,3.0962810792532935,,,,,,,,,,,,,,,,,,-19.24000000000001,14.649832763550581,-6.192562158506134,,,
0.11,93,0.89,153,0.9,164,0.1,179,146.4,165.5,-19.1,18.77338541659442,4.5,14.27,-2.4928908111923276,2.666666666666667,-5.1595574778589945,left_vs_right,-20,15,146.4,18.77338541659442,-2.492890811192328,,,,,,,,,,,,,,,,,,165.5,4.5,2.666666666666667,190,0.03,170,0.16,168,0.15,166,0.13,164,0.25,162,0.06,160,0.22,165.59999999999997,5.491812087098393,2.469652003087139,-19.099999999999994,14.273385416594419,-5.1595574778589945,,,
0.13,17,0.87,94,0.86,99,0.14,133,83.99,103.76,-19.77,25.895364450032364,11.797559069570282,14.1,-2.2003938237651917,2.0750055037352926,-4.275399327500484,left_vs_right,-20,15,83.99,25.895364450032364,-2.200393823765192,,,,,,,,,,,,,,,,,,103.76,11.797559069570282,2.0750055037352926,157,0.02,130,0.06,113,0.13,106,0.23,103,0.11,99,0.18,91,0.27,103.72999999999999,12.584001748251627,1.8272084587557478,-19.77000000000001,14.097805380462082,-4.275399327500485,,,
0.13,50,0.87,129,0.86,134,0.14,170,118.73,139.04,-20.31,26.567971318864377,12.49153313248618,14.08,-2.2003938237651983,2.0750055037352224,-4.275399327500421,left_vs_right,-20,15,118.73,26.567971318864377,-2.2003938237651988,,,,,,,,,,,,,,,,,,139.04,12.49153313248618,2.075005503735223,196,0.02,169,0.04,149,0.18,141,0.23,138,0.09,134,0.13,126,0.31,138.83,13.25145652371844,1.8727576346940538,-20.309999999999988,14.076438186378196,-4.275399327500422,,,
0.12,44,0.88,100,0.9,113,0.1,121,93.28,113.80000000000001,-20.52,18.19784602638455,2.4,15.8,-2.3387383286073278,2.6666666666677643,-5.005404995275092,left_vs_right,-20,15,93.28,18.19784602638455,-2.3387383286073278,,,,,,,,,,,,,,,,,,113.80000000000001,2.4,2.6666666666677648,,,,,,,,,,,,,,,,,,-20.52000000000001,15.79784602638455,-5.005404995275093,,,
0.14,103,0.86,169,0.86,177,0.14,197,159.76,179.8,-20.04,22.901144076224664,6.939740629158989,15.96,-2.0750055037352215,2.0750055037357207,-4.150011007470942,left_vs_right,-20,15,159.76,22.901144076224664,-2.075005503735222,,,,,,,,,,,,,,,,,,179.8,6.939740629158989,2.0750055037357207,,,,,,,,,,,,,,,,,,-20.04000000000002,15.961403447065674,-4.150011007470942,,,
