P_A1,O_A1,P_A2,O_A2,P_B1,O_B1,P_B2,O_B2,EV_A,EV_B,EV_diff,SD_A,SD_B,SD_diff,skew_A,skew_B,skew_diff,skew_level,ev_level,sd_level,simple_EVA,simple_SDA,simple_skewness_A,complex_OA1,complex_PA1,complex_OA2,complex_PA2,complex_OA3,complex_PA3,complex_OA4,complex_PA4,complex_OA5,complex_PA5,complex_OA6,complex_PA6,complex_OA7,complex_PA7,complex_EVA,complex_SDA,complex_skewness_A,simple_EVB,simple_SDB,simple_skewness_B,complex_OB1,complex_PB1,complex_OB2,complex_PB2,complex_OB3,complex_PB3,complex_OB4,complex_PB4,complex_OB5,complex_PB5,complex_OB6,complex_PB6,complex_OB7,complex_PB7,complex_EVB,complex_SDB,complex_skewness_B,simple_EVD,simple_SDD,simple_skewness_D,complex_EVD,complex_SDD,complex_skewness_D
0.82,56,0.18,20,0.19,49,0.81,38,49.52,40.09,9.43,13.830748352854952,4.315309954105267,9.52,-1.665853460145124,1.580419499997218,-3.246272960142342,left_vs_right,10,10,49.52,13.830748352854952,-1.665853460145124,66,0.22,55,0.31,51,0.07,47,0.04,43,0.27,27,0.02,8,0.0699999999999997,49.73,14.550501709563132,-1.432108599161244,40.09,4.315309954105267,1.5804194999972176,53,0.11,47,0.02,44,0.09,42,0.1,40,0.12,38,0.21,36,0.35,40.31,5.268197035039597,1.40322038935535,9.429999999999993,9.515438398749684,-3.246272960142342,9.419999999999996,9.282304674523536,-2.835328988516594
0.82,106,0.18,25,0.2,114,0.8,73,91.42,81.2,10.22,31.119183793923643,16.400000000000002,14.72,-1.6658534601451371,1.5000000000000069,-3.1658534601451436,left_vs_right,10,15,91.42,31.119183793923643,-1.665853460145137,122,0.28,102,0.27,87,0.24,70,0.09,50,0.02,28,0.04,3,0.06,91.18,31.65861020322907,-1.4168699850470603,81.2,16.400000000000002,1.5000000000000069,125,0.08,107,0.06,95,0.03,86,0.19,81,0.07,76,0.26,65,0.31,81.19,17.084902692143142,1.30473855560034,10.22,14.71918379392364,-3.1658534601451436,9.990000000000007,14.573707511085932,-2.7216085406474004
0.85,188,0.15,163,0.19,173,0.81,161,184.25,163.28,20.97,8.926785535678562,4.707610859023927,4.22,-1.960392117638936,1.580419499996872,-3.540811617635808,left_vs_right,20,5,184.24999999999997,8.926785535678562,-1.960392117638936,197,0.16,188,0.2,186,0.22,184,0.21,179,0.04,171,0.15,142,0.02,184.33,9.625024675293046,-1.7293120290185078,163.28,4.707610859023927,1.580419499996872,178,0.09,168,0.12,166,0.05,164,0.14,162,0.3,160,0.02,158,0.28,163.48,5.575804874634692,1.3817191527382189,20.96999999999997,4.219174676654634,-3.540811617635808,20.850000000000023,4.049219800658354,-3.1110311817567267
0.82,100,0.18,53,0.15,93,0.85,68,91.54,71.75,19.79,18.056810349560635,8.926785535678562,9.13,-1.6658534601451187,1.9603921176392136,-3.626245577784332,left_vs_right,20,10,91.54,18.056810349560635,-1.6658534601451187,113,0.21,99,0.27,91,0.29,82,0.02,73,0.14,52,0.04,26,0.0299999999999999,91.57,18.79268740760618,-1.457354552902715,71.75,8.926785535678562,1.9603921176392145,104,0.05,86,0.08,78,0.04,73,0.21,71,0.13,69,0.23,62,0.26,71.75000000000001,9.831963181379397,1.760196921680235,19.789999999999992,9.130024813882072,-3.626245577784333,19.81999999999998,8.960724226226786,-3.21755147458295
0.82,123,0.18,59,0.19,112,0.81,87,111.48,91.75,19.73,24.58799707174214,9.807522622966516,14.78,-1.6658534601451438,1.5804194999972037,-3.2462729601423472,left_vs_right,20,15,111.48,24.58799707174214,-1.6658534601451436,136,0.29,120,0.24,110,0.23,97,0.09,81,0.06,61,0.05,34,0.04,111.54,25.187862156205316,-1.420549468451061,91.75,9.807522622966516,1.5804194999972032,132,0.03,109,0.07,96,0.26,92,0.11,90,0.17,87,0.22,76,0.14,91.75,10.693339048211277,1.4426634614125426,19.730000000000004,14.780474448775625,-3.246272960142347,19.789999999999992,14.49452310799404,-2.863212929863604
0.47,135,0.53,104,0.46,148,0.54,129,118.57,137.74,-19.17,15.47,9.47,6.0,0.12,0.16,-0.04,no_skew_vs_no_skew,-20,5,118.57,15.47,0.12,145,0.17,132,0.08,124,0.12,119,0.2,114,0.14,107,0.07,96,0.22,118.46,16.16,0.19,137.74,9.47,0.16,154,0.19,144,0.13,140,0.06,138,0.03,136,0.25,132,0.23,118,0.11,137.86,10.34,-0.07,-19.17,6.0,-0.04,-19.4,5.82,0.26
0.55,159,0.45,116,0.53,169,0.47,147,139.65,158.66,-19.01,21.39,10.98,10.41,-0.2,-0.12,-0.08,no_skew_vs_no_skew,-20,10,139.65,21.39,-0.2,168,0.23,153,0.21,145,0.03,138,0.09,131,0.17,120,0.15,100,0.12,139.81,21.97,-0.3,158.66,10.98,-0.12,174,0.26,164,0.16,160,0.14,158,0.03,155,0.11,150,0.08,141,0.22,158.69,11.92,-0.19,-19.01,10.41,-0.08,-18.88,10.05,-0.12
0.47,87,0.53,43,0.51,90,0.49,78,63.68,84.12,-20.44,21.96,6.0,15.96,0.12,-0.04,0.16,no_skew_vs_no_skew,-20,15,63.68,21.96,0.12,110,0.08,87,0.14,74,0.11,64,0.27,56,0.21,42,0.03,26,0.16,63.58,22.65,0.09,84.12,6.0,-0.04,95,0.19,87,0.17,85,0.18,83,0.15,81,0.03,79,0.08,74,0.2,84.14,6.86,0.08,-20.44,15.96,0.16,-20.56,15.79,0.01
0.47,107,0.53,73,0.45,113,0.55,87,88.98,98.7,-9.72,16.97,12.93,4.03,0.12,0.2,-0.08,no_skew_vs_no_skew,-10,5,88.98,16.97,0.12,115,0.2,100,0.14,93,0.17,88,0.1,82,0.11,75,0.07,63,0.21,89.11,17.78,-0.06,98.7,12.93,0.2,125,0.11,108,0.21,102,0.15,98,0.23,93,0.02,88,0.04,80,0.24,98.85,13.61,0.19,-9.72,4.03,-0.08,-9.74,4.17,-0.24
0.44,125,0.56,90,0.52,123,0.48,109,105.4,116.28,-10.88,17.37,6.99,10.38,0.24,-0.08,0.32,no_skew_vs_no_skew,-10,10,105.4,17.37,0.24,136,0.14,119,0.22,112,0.05,106,0.18,100,0.04,93,0.09,83,0.28,105.51,18.15,0.19,116.28,6.99,-0.08,127,0.23,122,0.06,119,0.02,117,0.2,115,0.17,112,0.11,105,0.21,116.23,7.59,-0.02,-10.88,10.38,0.32,-10.72,10.56,0.21
0.54,100,0.46,60,0.55,97,0.45,86,81.6,92.05,-10.45,19.94,5.47,14.46,-0.16,-0.2,0.04,no_skew_vs_no_skew,-10,15,81.6,19.94,-0.16,109,0.2,93,0.23,84,0.18,78,0.04,71,0.07,62,0.15,45,0.13,81.55,20.52,-0.35,92.05,5.47,-0.2,100,0.26,95,0.13,93,0.16,91,0.15,89,0.08,87,0.04,81,0.18,92.06,6.45,-0.44,-10.45,14.46,0.04,-10.51,14.07,0.08
0.45,149,0.55,117,0.48,142,0.52,120,131.4,130.56,0.84,15.92,10.99,4.93,0.2,0.08,0.12,no_skew_vs_no_skew,0,5,131.4,15.92,0.2,159,0.16,145,0.09,137,0.14,132,0.11,128,0.22,120,0.07,108,0.21,131.43,16.42,0.18,130.56,10.99,0.08,149,0.19,138,0.14,133,0.08,131,0.13,128,0.15,123,0.11,113,0.2,130.63,11.91,0.05,0.84,4.93,0.12,0.8,4.51,0.13
0.47,78,0.53,28,0.49,66,0.51,38,51.5,51.72,-0.22,24.95,14.0,10.96,0.12,0.04,0.08,no_skew_vs_no_skew,0,10,51.5,24.95,0.12,106,0.06,80,0.18,66,0.14,56,0.07,47,0.19,35,0.1,20,0.26,51.55,25.38,0.34,51.72,14.0,0.04,97,0.02,69,0.18,57,0.29,52,0.07,48,0.19,40,0.1,26,0.15,51.55,14.78,0.07,-0.22,10.96,0.08,0.0,10.6,0.28
0.52,183,0.48,144,0.55,168,0.45,160,164.28,164.4,-0.12,19.48,3.98,15.5,-0.08,-0.2,0.12,no_skew_vs_no_skew,0,15,164.28,19.48,-0.08,190,0.27,180,0.03,170,0.17,164,0.06,157,0.13,148,0.23,128,0.11,163.97,20.1,-0.14,164.4,3.98,-0.2,171,0.21,169,0.04,167,0.11,165,0.13,163,0.16,161,0.19,156,0.16,164.12,4.95,-0.13,-0.12,15.5,0.12,-0.15,15.15,-0.01
0.54,176,0.46,145,0.44,163,0.56,142,161.74,151.24,10.5,15.45,10.42,5.03,-0.16,0.24,-0.4,no_skew_vs_no_skew,10,5,161.74,15.45,-0.16,191,0.12,175,0.11,165,0.23,160,0.18,154,0.24,140,0.07,119,0.05,161.63,16.24,-0.32,151.24,10.42,0.24,169,0.19,158,0.12,153,0.18,151,0.08,148,0.02,146,0.21,135,0.2,151.31,11.17,0.14,10.5,5.03,-0.4,10.32,5.08,-0.46
0.54,55,0.46,23,0.45,38,0.55,25,40.28,30.85,9.43,15.95,6.47,9.48,-0.16,0.2,-0.36,no_skew_vs_no_skew,10,10,40.28,15.95,-0.16,67,0.14,50,0.2,43,0.24,38,0.04,33,0.17,24,0.11,6,0.1,40.07,16.63,-0.33,30.85,6.47,0.2,42,0.21,37,0.03,33,0.11,31,0.14,29,0.23,27,0.1,19,0.18,30.69,7.43,0.05,9.43,9.48,-0.36,9.38,9.19,-0.38
0.54,176,0.46,130,0.49,152,0.51,138,154.84,144.86,9.98,22.93,7.0,15.93,-0.16,0.04,-0.2,no_skew_vs_no_skew,10,15,154.84,22.93,-0.16,194,0.13,174,0.16,161,0.23,151,0.18,139,0.07,124,0.21,94,0.02,154.92,23.68,-0.16,144.86,7.0,0.04,157,0.19,150,0.09,147,0.14,145,0.03,143,0.16,141,0.21,133,0.18,144.69,7.75,0.15,9.98,15.93,-0.2,10.23,15.94,-0.31
0.54,96,0.46,50,0.47,72,0.53,38,74.84,53.98,20.86,22.93,16.97,5.96,-0.16,0.12,-0.28,no_skew_vs_no_skew,20,5,74.84,22.93,-0.16,119,0.08,95,0.21,81,0.28,72,0.14,63,0.04,52,0.07,37,0.18,75.05,23.51,-0.18,53.98,16.97,0.12,98,0.04,71,0.24,61,0.12,54,0.14,48,0.27,37,0.08,20,0.11,53.96,17.68,-0.02,20.86,5.96,-0.28,21.09,5.83,-0.16
0.44,86,0.56,53,0.46,56,0.54,42,67.52,48.44,19.08,16.38,6.98,9.4,0.24,0.16,0.08,no_skew_vs_no_skew,20,10,67.52,16.38,0.24,105,0.07,83,0.25,76,0.06,70,0.04,65,0.14,59,0.23,44,0.21,67.37,17.22,0.37,48.44,6.98,0.16,61,0.17,52,0.23,50,0.12,48,0.03,46,0.13,44,0.11,37,0.21,48.36,7.77,0.08,19.08,9.4,0.08,19.01,9.45,0.3
0.55,163,0.45,121,0.46,129,0.54,119,144.1,123.6,20.5,20.89,4.98,15.91,-0.2,0.16,-0.36,no_skew_vs_no_skew,20,15,144.1,20.89,-0.2,187,0.07,162,0.25,150,0.23,142,0.06,133,0.14,119,0.22,90,0.03,144.11,21.47,-0.14,123.6,4.98,0.16,132,0.22,128,0.12,126,0.04,124,0.13,122,0.2,120,0.05,116,0.24,123.8,5.75,0.07,20.5,15.91,-0.36,20.31,15.72,-0.21
0.19,43,0.81,11,0.86,40,0.14,17,17.080000000000002,36.78,-19.7,12.55362895739714,7.980701723532838,4.57,1.580419499997203,-2.0750055037352526,3.6554250037324554,right_vs_left,-20,5,17.08,12.55362895739714,1.5804194999972032,65,0.03,39,0.1,24,0.19,17,0.09,11,0.28,7,0.29,2,0.02,17.09,13.053807873567008,1.790933332830969,36.78,7.980701723532838,-2.0750055037352526,46,0.27,40,0.16,38,0.06,36,0.29,32,0.11,23,0.08,2,0.03,36.96000000000001,8.879099053395,-1.8701617361211875,-19.700000000000003,4.572927233864303,3.655425003732456,-19.870000000000008,4.1747088201720075,3.661095068952157
0.16,122,0.84,77,0.81,107,0.19,92,84.19999999999999,104.15,-19.95,16.497272501841024,5.88451357377991,10.61,1.85485206700593,-1.5804194999972958,3.435271567003226,right_vs_left,-20,10,84.19999999999999,16.497272501841024,1.8548520670059303,144,0.04,120,0.02,100,0.15,91,0.05,84,0.35,77,0.1,67,0.29,84.24000000000001,17.303826166486996,1.6463520348969043,104.15,5.88451357377991,-1.5804194999972958,114,0.18,109,0.05,107,0.1,105,0.13,103,0.24,100,0.27,77,0.03,104.35,6.825503644420682,-1.471429377556199,-19.950000000000017,10.612758928061115,3.435271567003226,-20.109999999999985,10.478322522066314,3.1177814124531036
0.12,79,0.88,10,0.87,41,0.13,20,18.28,38.27,-19.990000000000002,22.42234599679525,7.062372122736078,15.359973874059172,2.3387383286073224,-2.2003938237652156,4.539132152372538,right_vs_left,-20,15,18.28,22.42234599679525,2.3387383286073216,106,0.03,68,0.04,29,0.36,12,0.1,6,0.14,4,0.06,2,0.27,19.159999999999997,21.89005253534125,2.166061706580092,38.27,7.062372122736078,-2.2003938237652156,46,0.25,41,0.28,39,0.07,37,0.23,33,0.06,25,0.09,2,0.02,38.489999999999995,7.82367560677205,-2.2824749220773057,-20.199999999999996,15.598153736901043,4.539132152372538,-19.33,14.066376928569202,4.448536628657397
0.16,176,0.84,139,0.86,158,0.14,133,144.92,154.5,-9.58,13.564424057069289,8.674675786448736,4.89,1.8548520670059137,-2.0750055037352464,3.92985757074116,right_vs_left,-10,5,144.92,13.564424057069289,1.8548520670059137,190,0.05,168,0.07,155,0.08,148,0.12,144,0.26,139,0.1,132,0.32,145.0,14.328293687665674,1.6203025958624862,154.5,8.674675786448736,-2.0750055037352464,166,0.19,159,0.09,157,0.05,155,0.35,152,0.22,140,0.06,119,0.04,154.54999999999998,9.578491530507296,-1.9249825279163568,-9.580000000000013,4.889748270620551,3.92985757074116,-9.549999999999985,4.749802157158378,3.545285123778843
0.17,83,0.83,36,0.82,58,0.18,37,43.99,54.22,-10.23,17.65474157273337,8.06793653916539,9.59,1.757035064614508,-1.6658534601451234,3.4228885247596312,right_vs_left,-10,10,43.99,17.654741572733375,1.757035064614508,113,0.02,84,0.06,65,0.08,52,0.14,45,0.16,38,0.26,26,0.28,44.14,18.321582901048696,1.5272344271912888,54.22,8.06793653916539,-1.6658534601451234,66,0.16,59,0.25,57,0.04,55,0.09,53,0.26,47,0.14,27,0.06,54.52,8.962678171171829,-1.4525843816415678,-10.229999999999997,9.586805033567986,3.4228885247596312,-10.380000000000004,9.358904729876867,2.9798188088328565
0.16,88,0.84,19,0.85,45,0.15,18,30.04,40.95,-10.91,25.29581783615624,9.640928378532848,15.65,1.854852067005935,-1.960392117639222,3.815244184645157,right_vs_left,-10,15,30.04,25.29581783615624,1.8548520670059347,110,0.05,81,0.04,55,0.1,33,0.26,19,0.27,10,0.22,2,0.06,30.270000000000003,25.62258964273518,1.6946756438100083,40.95,9.640928378532848,-1.9603921176392216,55,0.16,44,0.28,42,0.15,40,0.24,34,0.08,23,0.05,3,0.0399999999999999,41.01,10.59008498549468,-1.743550263766466,-10.910000000000004,15.654889457623392,3.815244184645157,-10.739999999999997,15.032504657240498,3.4382259075764745
0.16,166,0.84,142,0.8,149,0.2,138,145.84,146.8,-0.96,8.798545334315213,4.4,4.4,1.8548520670060116,-1.5000000000003628,3.3548520670063744,right_vs_left,0,5,145.84,8.798545334315213,1.8548520670060116,178,0.05,160,0.06,150,0.16,147,0.17,145,0.19,142,0.15,135,0.2199999999999997,146.03999999999996,9.741580980518512,1.621975424040852,146.8,4.4,-1.5000000000003626,152,0.29,150,0.08,148,0.25,146,0.05,144,0.17,142,0.07,133,0.0899999999999997,146.76999999999998,5.3978792131725175,-1.2816321016791583,-0.960000000000008,4.398545334315212,3.354852067006374,-0.7300000000000182,4.343701767345994,2.9036075257200107
0.2,151,0.8,105,0.82,118,0.18,98,114.2,114.4,-0.2,18.4,7.683749084919418,10.72,1.5000000000000029,-1.6658534601451682,3.165853460145171,right_vs_left,0,10,114.2,18.4,1.5000000000000024,180,0.02,152,0.09,135,0.06,123,0.12,115,0.18,108,0.25,95,0.28,114.44,19.06112273713173,1.2818771908826214,114.4,7.683749084919418,-1.6658534601451684,127,0.16,119,0.15,117,0.13,115,0.12,113,0.21,107,0.2,81,0.0299999999999999,114.74,8.614661920238078,-1.467472433757934,-0.1999999999999886,10.71625091508058,3.165853460145171,-0.3000000000000113,10.446460816893648,2.7493496246405553
0.2,133,0.8,63,0.85,82,0.15,43,77.00000000000001,76.14999999999999,0.85,28.000000000000004,13.925785435658558,14.07,1.5000000000000002,-1.960392117639232,3.4603921176392323,right_vs_left,0,15,77.0,28.0,1.5000000000000002,168,0.02,138,0.07,115,0.08,97,0.1,83,0.04,70,0.29,54,0.4,77.14,28.44011954967841,1.3412081024779998,76.15,13.925785435658558,-1.9603921176392325,91,0.27,82,0.17,77,0.12,73,0.26,64,0.1,47,0.05,21,0.0299999999999999,76.11,14.714547223751058,-1.7306800087723877,0.8499999999999943,14.074214564341442,3.4603921176392323,1.0300000000000011,13.725572325927352,3.0718881112503875
0.17,181,0.83,153,0.81,150,0.19,135,157.76,147.15,10.61,10.517718383756051,5.88451357377991,4.63,1.7570350646145043,-1.5804194999972958,3.3374545646118,right_vs_left,10,5,157.76,10.517718383756051,1.757035064614505,191,0.07,173,0.04,161,0.23,158,0.2,156,0.14,152,0.1,145,0.22,157.86,11.341093421712037,1.5114618493573686,147.15,5.88451357377991,-1.5804194999972958,154,0.28,150,0.19,148,0.11,146,0.08,144,0.17,140,0.13,123,0.0399999999999999,147.18,6.821114278473859,-1.657594003394799,10.609999999999983,4.633204809976141,3.337454564611801,10.680000000000009,4.519979143238178,3.1690558527521677
0.18,123,0.82,63,0.86,69,0.14,30,73.8,63.54,10.26,23.051247254758255,13.53249422686003,9.52,1.6658534601451331,-2.075005503735245,3.7408589638803784,right_vs_left,10,10,73.8,23.051247254758255,1.6658534601451331,153,0.02,124,0.09,105,0.03,90,0.05,76,0.3,66,0.19,52,0.32,73.85,23.65729274452172,1.431919316711507,63.54,13.53249422686003,-2.075005503735245,78,0.26,68,0.2,64,0.22,59,0.18,48,0.08,29,0.04,2,0.02,63.62,14.31347616758417,-2.0023607674722865,10.259999999999998,9.518753027898226,3.7408589638803784,10.229999999999997,9.343816576937549,3.4342800841837935
0.2,150,0.8,98,0.81,101,0.19,87,108.4,98.34,10.06,20.8,5.4922126688612485,15.31,1.5000000000000022,-1.5804194999970889,3.080419499997091,right_vs_left,10,15,108.4,20.8,1.5000000000000022,184,0.03,158,0.02,135,0.13,122,0.05,111,0.17,102,0.38,85,0.22,108.66,21.424387972588622,1.49502651175574,98.34,5.4922126688612485,-1.5804194999970886,107,0.17,102,0.13,100,0.14,98,0.07,96,0.24,94,0.21,75,0.04,98.09,6.471622671324403,-1.4019090896612438,10.060000000000002,15.307787331138751,3.080419499997091,10.570000000000022,14.952765301264218,2.896935601416984
0.19,113,0.81,77,0.8,69,0.2,46,83.84,64.4,19.44,14.12283257707178,9.2,4.92,1.580419499997207,-1.5000000000000175,3.0804194999972245,right_vs_left,20,5,83.84,14.122832577071785,1.580419499997207,131,0.05,111,0.04,97,0.06,88,0.14,83,0.28,78,0.26,65,0.1699999999999999,83.7,14.930170796075975,1.5316396551274718,64.4,9.2,-1.500000000000017,77,0.19,68,0.28,66,0.04,64,0.21,60,0.16,51,0.07,32,0.05,64.52,10.102950064213918,-1.4799487566279206,19.44,4.922832577071784,3.080419499997224,19.180000000000007,4.8272207318620595,3.011588411755392
0.15,76,0.85,35,0.8,24,0.2,11,41.15,21.4,19.75,14.639928278512842,5.2,9.44,1.9603921176392127,-1.500000000000009,3.4603921176392216,right_vs_left,20,10,41.15,14.639928278512842,1.9603921176392127,97,0.04,77,0.02,60,0.03,47,0.26,41,0.27,35,0.08,26,0.3,41.11,15.553710168316757,1.8896101913561607,21.4,5.2,-1.5000000000000089,27,0.32,24,0.12,22,0.22,20,0.03,18,0.1,16,0.17,2,0.0399999999999999,21.56,5.668015525737378,-1.5371709482227525,19.749999999999996,9.43992827851284,3.4603921176392216,19.55,9.885694642579375,3.426781139578913
